curated_field,original_field_num,original_field
cancer_status,1,PERSON_NEOPLASM_CANCER_STATUS
cancer_subtype,35,SUBTYPE
cancer_subtype,35,HISTOLOGICAL_SUBTYPE
cancer_subtype,35,IHC_SUBTYPE
cancer_subtype,35,MORPHOLOGY_SUBTYPE
cancer_subtype,35,PAM50_SUBTYPE
cancer_subtype,35,LINEAGE_SUBTYPE
cancer_subtype,35,TYPE_REFINED
cancer_subtype,35,HIST_SUBTYPE1
cancer_subtype,35,HIST_SUBTYPE2
cancer_subtype,35,LINEAGE_SUB_SUBTYPE
cancer_subtype,35,INTEGRATED_PHENOTYPE
cancer_subtype,35,MUTATION_PHENOTYPE
cancer_subtype,35,BREAST_CANCER_SUBTYPE
cancer_subtype,35,SUBTYPE_CONSENSUS
cancer_subtype,35,HISTOLOGY_SUBTYPE
cancer_subtype,35,CHRONIC_HEPATITIS_ANY_TYPE
cancer_subtype,35,PREDOMINANT_HISTOLOGIC_SUBTYPE
cancer_subtype,35,SUBTYPE_GROUP
cancer_subtype,35,DOMINANT_HISTOLOGICAL_SUBTYPE
cancer_subtype,35,ADENOCARCINOMA_SUBTYPE_WHO2015
cancer_subtype,35,PRIMARY_TYPE
cancer_subtype,35,PATHOLOGY_CLASSIFICATION
cancer_subtype,35,SUBTYPE_DETAILS
cancer_subtype,35,CANCER_SUBTYPE_CURATED
cancer_subtype,35,PRIMARY_MELANOMA_SKIN_TYPE
cancer_subtype,35,PRIMARY_TUMOR_LOCALIZATION_TYPE
cancer_subtype,35,TYPE
cancer_subtype,35,LAUREN_CLASS
cancer_subtype,35,INTESTINAL_TYPE_SUBCLASS
cancer_subtype,35,GASTRIC_CLASSIFICATION
cancer_subtype,35,CYTOLOGICAL_PHENOTYPE
cancer_subtype,35,SUBTYPE_ABBREVIATION
cancer_subtype,35,MCRC_TYPE
cancer_subtype,35,CLAUDIN_SUBTYPE
cancer_subtype,35,PREDOM_HISTO_SUBTYPE
cancer_type,12,CANCER_TYPE
cancer_type,12,INCIDENTAL_PROSTATE_CANCER
cancer_type,12,CANCER TYPE
cancer_type,12,PATHOLOGICAL_DIAGNOSIS
cancer_type,12,HISTOLOGY_DIAGNOSIS
cancer_type,12,PRIMARY_DIAGNOSIS
cancer_type,12,ORIGINAL_DIAGNOSIS_AT_IMPLANT
cancer_type,12,CANCER_IDENTIFICATION_IDC
cancer_type,12,CANCER_IDENTIFICATION_ILC
cancer_type,12,CANCER_IDENTIFICATION_MIDLC
cancer_type,12,DX_AT_INCLUSION
cancer_type,12,SPECIFIC_DX_AT_ACQUISITION_MDSMPN
cancer_type_detailed,8,CANCER_TYPE_DETAILED
cancer_type_detailed,8,HISTOLOGICAL_DIAGNOSIS
cancer_type_detailed,8,HISTOLOGICAL_TYPE
cancer_type_detailed,8,INITIAL_DIAGNOSIS_OF_RECURRENT_TUMORS
cancer_type_detailed,8,DETAILED_CANCER_TYPE
cancer_type_detailed,8,SPECIAL_HISTOLOGY
cancer_type_detailed,8,GYN_DIAGNOSIS_HISTOLOGY
cancer_type_detailed,8,DX_ORG_INST
disease,21,DIAGNOSIS
disease,21,DIAGNOSIS_AT_INCLUSION
disease,21,SPECIFIC_DIAGNOSIS_AT_ACQUISITION
disease,21,SPECIFIC_DIAGNOSIS_AT_INCLUSION
disease,21,MDSMPN_DIAGNOSIS_AT_ACQUISITION
disease,21,NON_AML_MDSMPN_DIAGNOSIS_AT_ACQUISITION
disease,21,DISEASE_CODE
disease,21,CNS_DISEASE
disease,21,INITIAL_DIAGNOSIS_TYPE
disease,21,DISEASE_ONTOLOGY
disease,21,WHO_CLASSIFICATION
disease,21,HYPERTENSION_DIAGNOSIS
disease,21,FATTY_LIVER_DISEASE
disease,21,WHO_CLASS
disease,21,MDS_TYPE
disease,21,DISEASE
disease,21,DIABETES_DIAGNOSIS_INDICATOR
disease,21,DISEASE_EXTENT
disease,21,RESIDUAL_NODAL_DISEASE
disease,21,EXTRANODAL_DISEASE
disease,21,SPECIFIC_DX_AT_INCLUSION
metastasis,3,METASTATIC_DISEASE
metastasis,3,METASTATIC_DISEASE_CONFIRMED
metastasis,3,RECURRENT_METASTATIC_DISEASE
specimen_type,3,SAMPLE_TYPE
specimen_type,3,SPECIMEN_TYPE
specimen_type,3,SAMPLE_TYPE_DETAIL
pop_ancestry,11,RACE
pop_ancestry,11,ETHNICITY
pop_ancestry,11,PRD_HISPANIC
pop_ancestry,11,PRD_RACE
pop_ancestry,11,HISPANIC
pop_ancestry,11,RACE_CATEGORIZED
pop_ancestry,11,ETHNICITY_SELF_IDENTIFY
pop_ancestry,11,INFERRED_ETHNICITY
pop_ancestry,11,REPORTED_ETHNICITY
pop_ancestry,11,ANCESTRY_PRIMARY
pop_ancestry,11,RACE_CATEGORY
sex,6,SEX
sex,6,TESTICULAR_INVOLVEMENT
sex,6,DMETS_DX_OVARY
sex,6,DMETS_DX_FEMALE_GENITAL
sex,6,DMETS_DX_MALE_GENITAL
sex,6,GENDER
treatment_name,218,TYPE_OF_SURGERY
treatment_name,218,ADJUVANT_CHEMO
treatment_name,218,NEOADJUVANT_CHEMO
treatment_name,218,PHARM_TX_MITOTANE_INDICATOR
treatment_name,218,PHARM_TX_MITOTANE_FOR_MACRO_DISEASE
treatment_name,218,PHARM_TX_MITOTANE_ADJUVANT
treatment_name,218,ALTERNATE_THERAPY_OTHER
treatment_name,218,CUMULATIVE_TREATMENT_REGIMENS
treatment_name,218,CURRENT_REGIMEN
treatment_name,218,FIRSTLINE_CHEMO_GROUP
treatment_name,218,SURGERY
treatment_name,218,PRIMARY_SURGERY
treatment_name,218,NGS_PRIOR_THERAPY
treatment_name,218,CHEMOTHERAPY_PRIOR_SAMPLE_ACQUIRED
treatment_name,218,CHEMO_DETAILS
treatment_name,218,PRIOR_INTRAVESICAL_CHEMOTHERAPY
treatment_name,218,SURGERY_PROCEDURE
treatment_name,218,TREATMENT
treatment_name,218,NONINVASIVE_BLADDER_CA_TX_TYPE
treatment_name,218,RADADJUVANTRX
treatment_name,218,CHEMOTHERAPY_AGENTS
treatment_name,218,PROTOCOL_AND_TREATMENT_ARM
treatment_name,218,FORMULATION
treatment_name,218,TIMING_OTHER_NOTES
treatment_name,218,TX_REG
treatment_name,218,SURGERY_AT_DX
treatment_name,218,DX_TYPE
treatment_name,218,X2YR_FULVESTRANT
treatment_name,218,X2YR_CAPECITABINE
treatment_name,218,X2YR_ANTIHER2
treatment_name,218,X2YR_AIS
treatment_name,218,X2YR_TAMOXIFEN
treatment_name,218,X2YR_ANTHRACYCLINE
treatment_name,218,X2YR_CDK46
treatment_name,218,BREAST_SURGERY
treatment_name,218,THERAPY
treatment_name,218,SURGICAL_PROCEDURE_FIRST
treatment_name,218,SURGERY_FOR_POSITIVE_MARGINS
treatment_name,218,SURGERY_FOR_POSITIVE_MARGINS_OTHER
treatment_name,218,FIRST_SURGICAL_PROCEDURE_OTHER
treatment_name,218,ENDOCRINE_THERAPY
treatment_name,218,ALPELISIB_DOSE
treatment_name,218,ALPELISIB_SCHEDULING
treatment_name,218,DRUG
treatment_name,218,PRIOR_TREATMENT
treatment_name,218,CHEMO_CONCURRENT_TYPE
treatment_name,218,BRACHYTHERAPY_TYPE
treatment_name,218,HYSTERECTOMY_TYPE
treatment_name,218,CHEMO_CONCURRENT_TYPE_OTHER
treatment_name,218,OTHER_HYSTERECTOMY_TYPE
treatment_name,218,BRACHYTHERAPY_TYPE_OTHER
treatment_name,218,SYSTEMIC_TREATMENT
treatment_name,218,DEFINITIVE_SURGICAL_PROCEDURE
treatment_name,218,FIRST_LINE_MET_TX
treatment_name,218,METASTASECTOMY
treatment_name,218,METASTASECTOMY_SITE
treatment_name,218,TMZ_CYCLES
treatment_name,218,TMZ_TREATMENT
treatment_name,218,RADIATION_OTHER
treatment_name,218,CHEMO_OTHER
treatment_name,218,HISTORY_IMMUNOSUPPRESIVE_DX
treatment_name,218,HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER
treatment_name,218,DETAILS_FIRST_LINE_COMMENTS
treatment_name,218,SURGERY_TYPE
treatment_name,218,TREATMENT_TYPE
treatment_name,218,PROCEDURE_TYPE
treatment_name,218,NUMBER_OF_CYCLES_PLATINUM
treatment_name,218,NUMBER_OF_CYCLES_PEMBROLIZUMAB
treatment_name,218,NUMBER_OF_CYCLES_FLUORO-PYRIMIDINE
treatment_name,218,NUMBER_OF_CYCLES_TRASTUZUMAB
treatment_name,218,2L_TREATMENT
treatment_name,218,3L_TREATMENT
treatment_name,218,CHEMO_FIRST_LINE
treatment_name,218,PD1_INHIBITOR
treatment_name,218,PD1_INHIBITOR_DRUG
treatment_name,218,DOSE_OF_PEMBROLIZUMAB_PER_INJECTION (MG/KG)
treatment_name,218,PD1_INHIBITOR_CONCURRENTLY_WITH_NOVO-TTF
treatment_name,218,PD1_INHIBITOR_WITH_CELECOXIB
treatment_name,218,DRUG_AND_DOSE_STEROID_DURING_PD1
treatment_name,218,PD1_INHIBITOR_CONCURRENTLY_WITH_BEV
treatment_name,218,PD1_INHIBITOR_CONCURRENTLY_WITH_TEMODAR
treatment_name,218,PD1_INHIBITOR_WITH_IMATINIB
treatment_name,218,PD1_INHIBITOR_CONCURRENTLY_WITH_DC_VAX
treatment_name,218,PD1_INHIBITOR_CONCURRENTLY_WITH_BCNU/CCNU
treatment_name,218,TREATMENT_DETAIL_BEFORE_PDX
treatment_name,218,CHEMO_REGIMEN_CATEGORY
treatment_name,218,SORAFENIB_TREATMENT
treatment_name,218,INTERFERON_ALPHA
treatment_name,218,AGENT
treatment_name,218,IMMUNOSUPPRESSION
treatment_name,218,PREVIOUS_TREATMENT
treatment_name,218,HEPATECTOMY
treatment_name,218,INDUCTION
treatment_name,218,TRANSPLANT_TYPE
treatment_name,218,PRETREATMENT_HISTORY
treatment_name,218,IO_DRUG
treatment_name,218,SECOND_LINE_TC_OR_SURGERY
treatment_name,218,FIRST_LINE_THERAPY
treatment_name,218,FIFTH_LINE
treatment_name,218,FOURTH_LINE
treatment_name,218,THIRD_LINE
treatment_name,218,IO_THERAPY
treatment_name,218,STEROIDS_GT_10MG_DAILY
treatment_name,218,RADIATION_TREATMENT_ADJUVANT
treatment_name,218,PRD_PROSTATECTOMY
treatment_name,218,PLATINUM_TX
treatment_name,218,FOLIC_ACID_TX
treatment_name,218,CISPLATIN_TX
treatment_name,218,TERT_PLATINUM_TX
treatment_name,218,TERT_CISPLATIN_TX
treatment_name,218,CARBOPLATIN_TX
treatment_name,218,TERT_CARBOLATIN_TX
treatment_name,218,OXALIPLATIN_TX
treatment_name,218,TERT_OXALIPLATIN_TX
treatment_name,218,ANTHRACYCLINE_TX
treatment_name,218,TERT_ANTHRACYCLINE_TX
treatment_name,218,TERT_TOPO_II_INH_TX
treatment_name,218,TOPO_II_TX
treatment_name,218,TERT_TOPO_I_INH_TX
treatment_name,218,TOPO_I_TX
treatment_name,218,FIRST_LINE_TREATMENT
treatment_name,218,TREATMENT_DETAILS
treatment_name,218,ANY_LINE_IODINE
treatment_name,218,NUM_LINES_IODINE
treatment_name,218,INITIAL_RX
treatment_name,218,SUBSEQUENT_RX
treatment_name,218,EPINEPHRINE
treatment_name,218,NOREPINEPHRINE
treatment_name,218,DOPAMINE
treatment_name,218,TREATMENT_PRIOR_TO_SURGERY_INDICATOR
treatment_name,218,ICI
treatment_name,218,TX_SORAFENIB
treatment_name,218,TX_APLIDIN
treatment_name,218,TX_BORTEZOMIB
treatment_name,218,TX_GSK690693
treatment_name,218,TX_JNJ26481585
treatment_name,218,TX_JNJ26854165
treatment_name,218,TX_MLN4924
treatment_name,218,TX_RAPAMYCIN
treatment_name,218,TX_KPT-330
treatment_name,218,TX_MK-2206
treatment_name,218,TX_MK-8242
treatment_name,218,TX_SCH 727965
treatment_name,218,TX_BAL101553
treatment_name,218,TX_CISPLATIN
treatment_name,218,TX_19D12
treatment_name,218,TX_ABT-263
treatment_name,218,TX_AZD-2171
treatment_name,218,TX_AZD-6244
treatment_name,218,TX_BMS-354825
treatment_name,218,TX_BMS-754807
treatment_name,218,TX_CGC(PG)-11047
treatment_name,218,TX_HGS-ETR1
treatment_name,218,TX_LENOLIDAMIDE
treatment_name,218,TX_PCI-32765
treatment_name,218,TX_RO4929097
treatment_name,218,TX_SGI-1776
treatment_name,218,TX_AZD8055
treatment_name,218,TX_BI6727 (VOLASERTIB)
treatment_name,218,TX_BMN-673
treatment_name,218,TX_CX-5461 (POL1)
treatment_name,218,TX_PF-03084014
treatment_name,218,TX_VS-4718
treatment_name,218,TX_ABT-199
treatment_name,218,TX_GS-9820
treatment_name,218,TX_17-DMAG
treatment_name,218,TX_SAR3419
treatment_name,218,TX_SU11248
treatment_name,218,TX_CBL0137
treatment_name,218,TX_MLN8237
treatment_name,218,TX_SB-715992
treatment_name,218,TX_NSC750854
treatment_name,218,TX_CPX351
treatment_name,218,TX_PR-104
treatment_name,218,TX_TOPOTECAN
treatment_name,218,TX_VINCRISTINE
treatment_name,218,TX_ERIBULIN
treatment_name,218,TX_TL32711
treatment_name,218,TX_LAPATINIB
treatment_name,218,TX_SAHA
treatment_name,218,TX_CYCLOPHOSPHAMIDE
treatment_name,218,TX_RG7112
treatment_name,218,TX_XL147
treatment_name,218,TX_SGN-CD19A
treatment_name,218,TX_AZD1480
treatment_name,218,TX_INK128-1110-028
treatment_name,218,TX_GSK923295A
treatment_name,218,TX_LY 2606368
treatment_name,218,TX_SVV-001
treatment_name,218,TX_ACTINOMYCIN D
treatment_name,218,TX_IMC-A12
treatment_name,218,TX_FENRETINIDE
treatment_name,218,TX_CABOZANTINIB (XL-148)
treatment_name,218,TX_STF-118804
treatment_name,218,TX_E7438/EPZ6438
treatment_name,218,TX_MM-141
treatment_name,218,TX_STA9090 (GANETESPIB)
treatment_name,218,TX_PIXANTRONE
treatment_name,218,TX_CYTARABINE
treatment_name,218,TX_TRISENOX(ATO)
treatment_name,218,TX_ABRAXANE
treatment_name,218,TX_GENZ-644282
treatment_name,218,TX_TAK-701
treatment_name,218,TX_RUXOLITINIB
treatment_name,218,TX_CDX-011 (GLEMBATUMUMAB)
treatment_name,218,TX_TB-403
treatment_name,218,TX_EC1456
treatment_name,218,CHEMOTHERAPY
treatment_name,218,ANDROGEN_DEPRIVATION_THERAPY
treatment_name,218,TREATMENT_PROSTATECTOMY
treatment_name,218,ADJUVANT_HORMONE_THERAPY
treatment_name,218,THERAPY_PRIOR_TO_DERIVATION
treatment_name,218,CRT_CHEMOAGENT
treatment_name,218,NEOADJ_CHEMOAGENT
treatment_name,218,ADJUVANT_CHEMO_REGIMEN
treatment_name,218,MEDICATION
treatment_name,218,IMMUNE_TREATMENT
treatment_name,218,NEOADJ_CHEMO
treatment_type,254,TYPE_OF_SURGERY
treatment_type,254,ADJUVANT_TX
treatment_type,254,RADIATION_THERAPY
treatment_type,254,ADJUVANT_CHEMO
treatment_type,254,NEOADJUVANT_CHEMO
treatment_type,254,PHARMACEUTICAL_TX_ADJUVANT
treatment_type,254,PHARM_TX_MITOTANE_INDICATOR
treatment_type,254,PHARM_TX_MITOTANE_FOR_MACRO_DISEASE
treatment_type,254,PHARM_TX_MITOTANE_ADJUVANT
treatment_type,254,RADIATION_TREATMENT_ADJUVANT
treatment_type,254,ALTERNATE_THERAPY
treatment_type,254,ALTERNATE_THERAPY_OTHER
treatment_type,254,CHEMOTHERAPY
treatment_type,254,TREATMENT_TYPE
treatment_type,254,CUMULATIVE_TREATMENT_TYPES
treatment_type,254,MOST_RECENT_TREATMENT_TYPE
treatment_type,254,TYPE_INDUCTION_TREATMENT
treatment_type,254,PRIORRADIATIONFOROTHERCANCER
treatment_type,254,CUMULATIVE_CHEMO
treatment_type,254,TYPE_INDUCTION_TX
treatment_type,254,PRIOR_MALIGNANCY_RADIATION_TX
treatment_type,254,PRD_SURGERY
treatment_type,254,PRD_OTHER_CANCER_RADIATION
treatment_type,254,PRD_RADIATION
treatment_type,254,PRD_RADIATION_SURGERY
treatment_type,254,FIRSTLINE_CHEMO_GROUP
treatment_type,254,IPCHEMO_FIRST_CRS
treatment_type,254,SURGERY
treatment_type,254,IMMUNOTHERAPY
treatment_type,254,SYSTEMIC_THERAPY
treatment_type,254,PRIMARY_SURGERY
treatment_type,254,FIRST_THERAPY
treatment_type,254,ADC_THERAPY
treatment_type,254,TARGETED_THERAPY
treatment_type,254,ADJUVANT_RADIATION_THERAPY
treatment_type,254,METASTATIC_RADIATION_THERAPY
treatment_type,254,CHEMOTHERAPY+IMMUNOTHERAPY
treatment_type,254,ADC+IMMUNOTHERAPY
treatment_type,254,SURGERY_ADVANCED_DISEASE
treatment_type,254,PRIMARY_RADIATION_THERAPY
treatment_type,254,CONCURRENT_CHEMOTHERAPY
treatment_type,254,CHEMOTHERAPY_PRIOR_SAMPLE_ACQUIRED
treatment_type,254,CHEMO_DETAILS
treatment_type,254,PRIOR_INTRAVESICAL_CHEMOTHERAPY
treatment_type,254,SURGERY_PROCEDURE
treatment_type,254,YEAR_OF_SURGERY
treatment_type,254,STEROIDS
treatment_type,254,CYTOTOXIC_TREATMENT
treatment_type,254,SALICYLATES
treatment_type,254,RADADJUVANTRX
treatment_type,254,AGE_AT_RADIATION_START
treatment_type,254,AGE_AT_RADIATION_STOP
treatment_type,254,COMPLETED_TOTAL_RADIATION_DOSE
treatment_type,254,RADIATION
treatment_type,254,RADIATION_SITE
treatment_type,254,RADIATION_TYPE
treatment_type,254,CHEMOTHERAPY_AGENTS
treatment_type,254,CHEMOTHERAPY_TYPE
treatment_type,254,AGE_AT_CHEMOTHERAPY_START
treatment_type,254,AGE_AT_CHEMOTHERAPY_STOP
treatment_type,254,THERAPIES
treatment_type,254,SURGERY_AT_DX
treatment_type,254,DX_TYPE
treatment_type,254,ADJ_XRT
treatment_type,254,X2YR_TAXANE
treatment_type,254,X2YR_ALKYLATING_AGENT
treatment_type,254,X2YR_VEGF_INHIBITOR
treatment_type,254,HORMONE_THERAPY
treatment_type,254,BREAST_SURGERY
treatment_type,254,RADIO_THERAPY
treatment_type,254,TREATMENT_CHEMOTHERAPY
treatment_type,254,SURGICAL_PROCEDURE_FIRST
treatment_type,254,SURGERY_FOR_POSITIVE_MARGINS
treatment_type,254,SURGERY_FOR_POSITIVE_MARGINS_OTHER
treatment_type,254,FIRST_SURGICAL_PROCEDURE_OTHER
treatment_type,254,ENDOCRINE_THERAPY
treatment_type,254,PRIOR_TREATMENT
treatment_type,254,TARGETED_MOLECULAR_THERAPY
treatment_type,254,HISTORY_HORMONAL_CONTRACEPTIVES_USE
treatment_type,254,CHEMO_CONCURRENT_COURSE
treatment_type,254,CHEMO_CONCURRENT_FRACTIONS_TOTAL
treatment_type,254,CHEMO_CONCURRENT_TYPE
treatment_type,254,CHEMO_CONCURRENT_DOSE
treatment_type,254,RADIATION_THERAPY_XRT_TYPE
treatment_type,254,RT_TX_TOTAL_DOSE_TO_PELVIS
treatment_type,254,BRACHYTHERAPY_TYPE
treatment_type,254,BRACHYTHERAPY_TOTAL_DOSE_POINT_A
treatment_type,254,HYSTERECTOMY_TYPE
treatment_type,254,MARGINS_INVOLVED_HYSTERECTOMY
treatment_type,254,CHEMO_CONCURRENT_REASON_NOT_GIVEN
treatment_type,254,CHEMO_CONCURRENT_TYPE_OTHER
treatment_type,254,OTHER_HYSTERECTOMY_TYPE
treatment_type,254,RT_TX_REASON_NOT_COMPLETED
treatment_type,254,RT_TX_REASON_NOT_COMPLETED_OTHER
treatment_type,254,CHEMO_CONCURRENT_REASON_NOT_OTHER
treatment_type,254,RADIATION_THERAPY_DOSE_PARAAORTIC_NODES
treatment_type,254,RADIATION_TYPE_OTHER
treatment_type,254,BRACHYTHERAPY_TYPE_OTHER
treatment_type,254,DEFINITIVE_SURGICAL_PROCEDURE
treatment_type,254,HISTORY_NEOADJUVANT_TRTYN
treatment_type,254,PRIOR_ADJUVANT_CHEMO
treatment_type,254,METASTASECTOMY
treatment_type,254,METASTASECTOMY_SITE
treatment_type,254,RADIATION_OR_CHEMOTHERAPY
treatment_type,254,IMMUNOSUPPRESSION
treatment_type,254,SURGERY NUMBER
treatment_type,254,ALKYLATING_AGENT
treatment_type,254,RADIOTHERAPY
treatment_type,254,RADIOTHERAPY_FRACTIONS
treatment_type,254,RADIATION_DOSE
treatment_type,254,RADIATION_OTHER
treatment_type,254,CHEMO_OTHER
treatment_type,254,CHEMO_OTHER_CYCLES
treatment_type,254,SURGERY_INDICATION
treatment_type,254,HISTORY_IMMUNOSUPPRESIVE_DX
treatment_type,254,HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER
treatment_type,254,R_CHOP_LIKE_CHEMO
treatment_type,254,RECEIVED_IO_AFTER_1ST_LINE
treatment_type,254,IO_REGIMEN_MONOTHERAPY_VS_COMBINATION
treatment_type,254,TREATMENT
treatment_type,254,SURGERY_TYPE
treatment_type,254,PROCEDURE_TYPE
treatment_type,254,CHEMO_FIRST_LINE
treatment_type,254,PATIENT_TO_UNDERGO_SURGERY
treatment_type,254,HISTORY_REFLUX_DISEASE_TREATMENT
treatment_type,254,TREATMENT_PRIOR_TO_SURGERY_INDICATOR
treatment_type,254,PD1_INHIBITOR
treatment_type,254,PD1_INHIBITOR_DRUG
treatment_type,254,DOSE_MG_DAY_STEROID_DURING_PD1
treatment_type,254,DRUG_AND_DOSE_STEROID_DURING_PD1
treatment_type,254,STREOIDS_DURING_PD1_INHIBITOR
treatment_type,254,DOSE_MG_DAY_STEROID_PD1_START
treatment_type,254,STEROIDS_WHEN_STARTED_PD1_INHIBITOR
treatment_type,254,NUMBER_OF_PD1_INHIBITOR_INJECTIONS
treatment_type,254,PD1_INHIBITOR_STARTED_FOR_PD
treatment_type,254,PD1_INHIBITOR_CONCURRENTLY_WITH_RE-IRRADIATION
treatment_type,254,DOSE_OF_RE-IRRADIATION
treatment_type,254,THERAPY
treatment_type,254,CHEMO_CYCLES
treatment_type,254,CHEMO_REGIMEN_CATEGORY
treatment_type,254,SALVAGE_CHEMO
treatment_type,254,RECEIVED_TARGETED_TX
treatment_type,254,SURGERY_DATE_RELATIVE_TO_DX_MONTHS
treatment_type,254,TUMOR_SURGERY_NUMBER
treatment_type,254,IMMUNE_TREATMENT
treatment_type,254,TARGET_THERAPY
treatment_type,254,PRIOR_SYSTEMIC_THERAPIES
treatment_type,254,KINASE_INHIBITOR
treatment_type,254,INITIAL_TREATMENT
treatment_type,254,PRIOR_TX_TO_IMPACT_SAMPLE
treatment_type,254,PREVIOUS_TREATMENT
treatment_type,254,SYSTEMIC_CHEMO
treatment_type,254,NEOADJ_CHEMO
treatment_type,254,HEPATECTOMY
treatment_type,254,TRANSPLANT_TYPE
treatment_type,254,HISTORY_NEOADJUVANT_MEDICATION
treatment_type,254,HISTORY_IONIZING_RT_TO_HEAD
treatment_type,254,HISTORY_NEOADJUVANT_STEROID_TX
treatment_type,254,ORAL_CONTRACEPTION
treatment_type,254,ABLATION_EMBOLIZATION_TX_ADJUVANT
treatment_type,254,PRIOR_TREATMENT_OF_CYTOTOXIC_CHEMOTHERAPY
treatment_type,254,POST_SAMPLE_CHEMOTHERAPY
treatment_type,254,POST_SAMPLE_XRT
treatment_type,254,POST_SAMPLE_TARGETED
treatment_type,254,PRE_SAMPLE_TARGETED
treatment_type,254,PRE_SAMPLE_CHEMOTHERAPY
treatment_type,254,PRE_SAMPLE_XRT
