field_name,source,is_numeric_field
cancer_subtype,disease_subtype,
cancer_subtype,cancerSubtype,
cancer_subtype,CANCER_SUBTYPE,
cancer_subtype,histological_subtype,
cancer_subtype,pathological_subtype,
cancer_subtype,molecular_subtype,
cancer_subtype,specific_subtype,
cancer_subtype,subtype,
cancer_subtype,cancer_classification,
cancer_subtype,tumor_classification,
cancer_subtype,histologic_subtype,
cancer_type,cancer_type,
cancer_type,tumor_type,
cancer_type,disease_type,
cancer_type,cancerType,
cancer_type,CANCER_TYPE,
cancer_type,primary_diagnosis,
cancer_type,diagnosis,
cancer_type,cancer_diagnosis,
cancer_type,tumor_diagnosis,
cancer_type,histology,
cancer_type,cancer_histology,
cancer_type,malignancy_type,
cancer_type,neoplasm_type,
cancer_type,primary_cancer_type,
cancer_type,cancer_category,
cancer_type_details,cancer_type_details,
cancer_type_details,cancer_type_detail,
cancer_type_details,detailed_cancer_type,
cancer_type_details,tumor_type_details,
cancer_type_details,disease_type_details,
cancer_type_details,cancerTypeDetails,
cancer_type_details,CANCER_TYPE_DETAILS,
cancer_type_details,cancer_type_description,
cancer_type_details,detailed_diagnosis,
cancer_type_details,extended_cancer_type,
cancer_type_details,specific_cancer_type,
cancer_type_details,cancer_type_notes,
cancer_type_details,detailed_histology,
country,country,
country,country_of_residence,
country,patient_country,
country,pt_country,
country,nation,
country,country_code,
country,country_name,
country,residence_country,
country,geographic_location,
country,geographic_country,
country,enrollment_country,
country,recruitment_country,
country,collection_country,
curation_id,curation_id,
curation_id,curationId,
curation_id,CURATION_ID,
curation_id,unique_id,
curation_id,record_id,
curation_id,identifier,
curation_id,sample_curation_id,
curation_id,patient_curation_id,
curation_id,internal_id,
curation_id,database_id,
disease,disease,
disease,primary_disease,
disease,disease_name,
disease,disease_type,
disease,diagnosis,
disease,primary_diagnosis,
disease,clinical_diagnosis,
disease,medical_condition,
disease,pathology,
disease,condition,
disease,disorder,
disease,illness,
disease,disease_category,
disease,disease_classification,
disease,icd_code,
disease,icd10_code,
disease,disease_code,
location,location,
location,city,
location,state,
location,province,
location,region,
location,geographic_location,
location,site_location,
location,collection_site,
location,institution,
location,hospital,
location,medical_center,
location,clinic,
location,study_site,
location,enrollment_site,
location,recruitment_site,
oncotree_code,oncotree_code,
oncotree_code,oncoTreeCode,
oncotree_code,ONCOTREE_CODE,
oncotree_code,onco_tree_code,
oncotree_code,oncotree,
oncotree_code,cancer_type_code,
oncotree_code,tumor_type_code,
oncotree_code,oncotree_primary_diagnosis_code,
oncotree_code,oncotree_diagnosis,
patientId,patientId,
patientId,patient_id,
patientId,PATIENT_ID,
patientId,patient_identifier,
patientId,pt_id,
patientId,subject_id,
patientId,participant_id,
patientId,case_id,
patientId,individual_id,
patientId,patient_barcode,
patientId,patient_number,
patientId,patient_code,
patientId,study_id,
patientId,medical_record_number,
patientId,mrn,
patientId,patient_uid,
patientId,unique_patient_id,
sample_count,sample_count,yes
sample_count,sampleCount,yes
sample_count,SAMPLE_COUNT,yes
sample_count,number_of_samples,yes
sample_count,num_samples,yes
sample_count,total_samples,yes
sample_count,n_samples,yes
sample_count,sample_number,yes
sample_count,samples_per_patient,yes
sample_type,sample_type,
sample_type,sampleType,
sample_type,SAMPLE_TYPE,
sample_type,specimen_type,
sample_type,tumor_tissue_site,
sample_type,tissue_source_site,
sample_type,sample_category,
sample_type,sample_class,
sample_type,tumor_type,
sample_type,lesion_type,
sample_type,metastatic_status,
sample_type,primary_or_metastatic,
sample_type,primary_met,
sample_type,tumor_origin,
sample_type,disease_status,
sample_type,neoplasm_type,
sampleId,sampleId,
sampleId,sample_id,
sampleId,SAMPLE_ID,
sampleId,sample_identifier,
sampleId,specimen_id,
sampleId,sample_barcode,
sampleId,sample_name,
sampleId,sample_code,
sampleId,sample_number,
sampleId,aliquot_id,
sampleId,biospecimen_id,
sampleId,biosample_id,
sampleId,sample_uid,
sampleId,unique_sample_id,
sampleId,specimen_identifier,
sex,sex,
sex,gender,
sex,patient_sex,
sex,pt_sex,
sex,patient_gender,
sex,pt_gender,
sex,biological_sex,
sex,sex_assigned_at_birth,
sex,gender_identity,
sex,male_female,
sex,m_f,
sex,sex_category,
sex,gender_category,
specimen_type,specimen_type,
specimen_type,specimenType,
specimen_type,SPECIMEN_TYPE,
specimen_type,tissue_type,
specimen_type,sample_tissue_type,
specimen_type,material_type,
specimen_type,biosample_type,
specimen_type,biospecimen_type,
specimen_type,tissue_source,
specimen_type,specimen_source,
specimen_type,sample_source,
specimen_type,specimen_origin,
specimen_type,tissue_description,
specimen_type,sample_description,
specimen_type,pathology_type,
specimen_type,specimen_anatomic_site,
specimen_type,source_material,
study_design,study_design,
study_design,studyDesign,
study_design,STUDY_DESIGN,
study_design,study_type,
study_design,trial_design,
study_design,experimental_design,
study_design,design,
study_design,study_methodology,
study_design,research_design,
study_design,study_framework,
study_design,study_protocol,
study_design,protocol_design,
study_design,study_category,
study_design,design_type,
studyId,studyId,
studyId,study_id,
studyId,STUDY_ID,
studyId,study_identifier,
studyId,study_name,
studyId,study_code,
studyId,study_number,
studyId,dataset_id,
studyId,dataset_name,
studyId,project_id,
studyId,project_name,
studyId,cohort_id,
studyId,cohort_name,
studyId,study_accession,
studyId,study_title,
target_condition,target_condition,
target_condition,targetCondition,
target_condition,TARGET_CONDITION,
target_condition,primary_condition,
target_condition,study_condition,
target_condition,indication,
target_condition,primary_phenotype,
target_condition,study_phenotype,
target_condition,disease_of_interest,
target_condition,primary_disease,
target_condition,condition_of_interest,
target_condition,study_focus,
target_condition,research_condition,
treatment_dose,treatment_dose,yes
treatment_dose,dose,yes
treatment_dose,drug_dose,yes
treatment_dose,medication_dose,yes
treatment_dose,dosage,yes
treatment_dose,dose_amount,yes
treatment_dose,administered_dose,yes
treatment_dose,tx_dose,yes
treatment_dose,treatment_dosage,yes
treatment_dose,dose_level,yes
treatment_dose,dose_mg,yes
treatment_dose,dose_value,yes
treatment_duration,treatment_duration,yes
treatment_duration,duration,yes
treatment_duration,tx_duration,yes
treatment_duration,therapy_duration,yes
treatment_duration,treatment_length,yes
treatment_duration,duration_days,yes
treatment_duration,duration_weeks,yes
treatment_duration,duration_months,yes
treatment_duration,treatment_period,yes
treatment_duration,therapy_length,yes
treatment_duration,total_duration,yes
treatment_end,treatment_end,
treatment_end,treatment_end_date,
treatment_end,end_date,
treatment_end,tx_end,
treatment_end,therapy_end,
treatment_end,treatment_stop_date,
treatment_end,stop_date,
treatment_end,completion_date,
treatment_end,end_of_treatment,
treatment_end,treatment_end_time,
treatment_end,therapy_end_date,
treatment_frequency,treatment_frequency,
treatment_frequency,frequency,
treatment_frequency,dosing_frequency,
treatment_frequency,administration_frequency,
treatment_frequency,tx_frequency,
treatment_frequency,dose_frequency,
treatment_frequency,frequency_of_administration,
treatment_frequency,treatment_schedule,
treatment_frequency,dosing_schedule,
treatment_frequency,regimen_frequency,
treatment_group,treatment_group,
treatment_group,treatment_arm,
treatment_group,study_arm,
treatment_group,therapy_group,
treatment_group,tx_group,
treatment_group,arm,
treatment_group,cohort,
treatment_group,treatment_cohort,
treatment_group,intervention_group,
treatment_group,study_group,
treatment_group,trial_arm,
treatment_group,randomization_arm,
treatment_name,treatment_name,
treatment_name,drug_name,
treatment_name,medication_name,
treatment_name,therapy_name,
treatment_name,tx_name,
treatment_name,agent_name,
treatment_name,treatment,
treatment_name,drug,
treatment_name,medication,
treatment_name,therapy,
treatment_name,therapeutic_agent,
treatment_name,compound_name,
treatment_name,regimen_name,
treatment_name,treatment_agent,
treatment_name,pharmaceutical_therapy,
treatment_name,chemotherapy,
treatment_name,immunotherapy,
treatment_name,radiation_therapy,
treatment_name,surgery,
treatment_name,targeted_therapy,
treatment_name,hormone_therapy,
treatment_name,pembrolizumab,
treatment_name,nivolumab,
treatment_name,atezolizumab,
treatment_name,carboplatin,
treatment_name,cisplatin,
treatment_name,paclitaxel,
treatment_name,docetaxel,
treatment_name,bevacizumab,
treatment_name,trastuzumab,
treatment_name,rituximab,
treatment_name,cetuximab,
treatment_name,erlotinib,
treatment_name,gefitinib,
treatment_name,imatinib,
treatment_name,vemurafenib,
treatment_name,dabrafenib,
treatment_name,trametinib,
treatment_name,osimertinib,
treatment_name,durvalumab,
treatment_name,ipilimumab,
treatment_notes,treatment_notes,
treatment_notes,tx_notes,
treatment_notes,treatment_comments,
treatment_notes,therapy_notes,
treatment_notes,treatment_remarks,
treatment_notes,notes,
treatment_notes,comments,
treatment_notes,additional_treatment_info,
treatment_notes,treatment_details,
treatment_notes,therapy_comments,
treatment_notes,treatment_description,
treatment_number,treatment_number,yes
treatment_number,tx_number,yes
treatment_number,number_of_treatments,yes
treatment_number,treatment_count,yes
treatment_number,dose_number,yes
treatment_number,number_of_doses,yes
treatment_number,cycle_number,yes
treatment_number,number_of_cycles,yes
treatment_number,line_number,yes
treatment_number,treatment_line,yes
treatment_number,therapy_line,yes
treatment_number,number_of_lines,yes
treatment_reason,treatment_reason,
treatment_reason,tx_reason,
treatment_reason,indication,
treatment_reason,therapy_reason,
treatment_reason,treatment_indication,
treatment_reason,treatment_purpose,
treatment_reason,reason_for_treatment,
treatment_reason,treatment_goal,
treatment_reason,therapy_goal,
treatment_reason,treatment_intent,
treatment_reason,therapeutic_intent,
treatment_reason,treatment_phase,
treatment_reason,therapy_phase,
treatment_start,treatment_start,
treatment_start,treatment_start_date,
treatment_start,start_date,
treatment_start,tx_start,
treatment_start,therapy_start,
treatment_start,treatment_begin_date,
treatment_start,begin_date,
treatment_start,initiation_date,
treatment_start,start_of_treatment,
treatment_start,treatment_start_time,
treatment_start,therapy_start_date,
treatment_status,treatment_status,
treatment_status,tx_status,
treatment_status,therapy_status,
treatment_status,treatment_response,
treatment_status,response,
treatment_status,treatment_outcome,
treatment_status,therapy_outcome,
treatment_status,treatment_modification,
treatment_status,dose_modification,
treatment_status,treatment_completion_status,
treatment_status,ongoing_treatment,
treatment_status,treatment_schedule_status,
treatment_type,treatment_type,
treatment_type,tx_type,
treatment_type,therapy_type,
treatment_type,treatment_category,
treatment_type,treatment_class,
treatment_type,intervention_type,
treatment_type,modality,
treatment_type,treatment_modality,
treatment_type,therapeutic_modality,
treatment_type,therapy_class,
treatment_type,regimen_type,
vital_status,vital_status,
vital_status,vitalStatus,
vital_status,VITAL_STATUS,
vital_status,survival_status,
vital_status,patient_status,
vital_status,pt_status,
vital_status,alive_dead,
vital_status,living_status,
vital_status,death_status,
vital_status,deceased,
vital_status,status,
vital_status,current_status,
vital_status,alive_or_deceased,
