original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
Dexamethasone,Dexamethasone,1,1,Dexamethasone,1.0,Dexamethasone,1.0,Dexamethasone,1.0,Dexamethasone,1.0,Dexamethasone,1.0
Docetaxel,Docetaxel,1,1,Docetaxel,1.0,Docetaxel,1.0,Docetaxel,1.0,Docetaxel,1.0,Docetaxel,1.0
Donor Lymphocyte Infusion,Donor Lymphocyte Infusion,1,1,Donor Lymphocyte Infusion,1.0,Donor Lymphocyte Infusion,1.0,Donor Lymphocyte Infusion,1.0,Donor Lymphocyte Infusion,1.0,Donor Lymphocyte Infusion,1.0
Doxorubicin,Doxorubicin,1,1,Doxorubicin,1.0,Doxorubicin,1.0,Doxorubicin,1.0,Doxorubicin,1.0,Doxorubicin,1.0
Doxorubicin Hydrochloride,Doxorubicin Hydrochloride,1,1,Doxorubicin Hydrochloride,1.0,Doxorubicin Hydrochloride,1.0,Doxorubicin Hydrochloride,1.0,Doxorubicin Hydrochloride,1.0,Doxorubicin Hydrochloride,1.0
Durvalumab,Durvalumab,1,1,Durvalumab,1.0,Durvalumab,1.0,Durvalumab,1.0,Durvalumab,1.0,Durvalumab,1.0
Dutasteride,Dutasteride,1,1,Dutasteride,1.0,Dutasteride,1.0,Dutasteride,1.0,Dutasteride,1.0,Dutasteride,1.0
Enasidenib,Enasidenib,1,1,Enasidenib,1.0,Enasidenib,1.0,Enasidenib,1.0,Enasidenib,1.0,Enasidenib,1.0
Entospletinib,Entospletinib,1,1,Entospletinib,1.0,Entospletinib,1.0,Entospletinib,1.0,Entospletinib,1.0,Entospletinib,1.0
Enucleation,Enucleation,1,1,Enucleation,1.0,Enucleation,1.0,Enucleation,1.0,Enucleation,1.0,Enucleation,1.0
Enzalutamide,Enzalutamide,1,1,Enzalutamide,1.0,Enzalutamide,1.0,Enzalutamide,1.0,Enzalutamide,1.0,Enzalutamide,1.0
Epirubicin,Epirubicin,1,1,Epirubicin,1.0,Epirubicin,1.0,Epirubicin,1.0,Epirubicin,1.0,Epirubicin,1.0
Eribulin,Eribulin,1,1,Eribulin,1.0,Eribulin,1.0,Eribulin,1.0,Eribulin,1.0,Eribulin,1.0
Esophagectomy,Esophagectomy,1,1,Esophagectomy,1.0,Esophagectomy,1.0,Esophagectomy,1.0,Esophagectomy,1.0,Esophagectomy,1.0
Estramustine,Estramustine,1,1,Estramustine,1.0,Estramustine,1.0,Estramustine,1.0,Estramustine,1.0,Estramustine,1.0
Etoposide,Etoposide,1,1,Etoposide,1.0,Etoposide,1.0,Etoposide,1.0,Etoposide,1.0,Etoposide,1.0
Everolimus,Everolimus,1,1,Everolimus,1.0,Everolimus,1.0,Everolimus,1.0,Everolimus,1.0,Everolimus,1.0
Excision,Excision,1,1,Excision,1.0,Excision,1.0,Excision,1.0,Excision,1.0,Excision,1.0
Exemestane,Exemestane,1,1,Exemestane,1.0,Exemestane,1.0,Exemestane,1.0,Exemestane,1.0,Exemestane,1.0
Filgrastim,Filgrastim,1,1,Filgrastim,1.0,Filgrastim,1.0,Filgrastim,1.0,Filgrastim,1.0,Filgrastim,1.0
Fludarabine,Fludarabine,1,1,Fludarabine,1.0,Fludarabine,1.0,Fludarabine,1.0,Fludarabine,1.0,Fludarabine,1.0
Fluorouracil,Fluorouracil,1,1,Fluorouracil,1.0,Fluorouracil,1.0,Fluorouracil,1.0,Fluorouracil,1.0,Fluorouracil,1.0
Fotemustine,Fotemustine,1,1,Fotemustine,1.0,Fotemustine,1.0,Fotemustine,1.0,Fotemustine,1.0,Fotemustine,1.0
Galunisertib,Galunisertib,1,1,Galunisertib,1.0,Galunisertib,1.0,Galunisertib,1.0,Galunisertib,1.0,Galunisertib,1.0
Gastrectomy,Gastrectomy,1,1,Gastrectomy,1.0,Gastrectomy,1.0,Gastrectomy,1.0,Gastrectomy,1.0,Gastrectomy,1.0
Gefitinib,Gefitinib,1,1,Gefitinib,1.0,Gefitinib,1.0,Gefitinib,1.0,Gefitinib,1.0,Gefitinib,1.0
Gemcitabine,Gemcitabine,1,1,Gemcitabine,1.0,Gemcitabine,1.0,Gemcitabine,1.0,Gemcitabine,1.0,Gemcitabine,1.0
Gemtuzumab,Gemtuzumab,1,1,Gemtuzumab,1.0,Gemtuzumab,1.0,Gemtuzumab,1.0,Gemtuzumab,1.0,Gemtuzumab,1.0
Gemtuzumab Ozogamicin,Gemtuzumab Ozogamicin,1,1,Gemtuzumab Ozogamicin,1.0,Gemtuzumab Ozogamicin,1.0,Gemtuzumab Ozogamicin,1.0,Gemtuzumab Ozogamicin,1.0,Gemtuzumab Ozogamicin,1.0
Gilteritinib,Gilteritinib,1,1,Gilteritinib,1.0,Gilteritinib,1.0,Gilteritinib,1.0,Gilteritinib,1.0,Gilteritinib,1.0
Hydroxyurea,Hydroxyurea,1,1,Hydroxyurea,1.0,Hydroxyurea,1.0,Hydroxyurea,1.0,Hydroxyurea,1.0,Hydroxyurea,1.0
Hysterectomy,Hysterectomy,1,1,Hysterectomy,1.0,Hysterectomy,1.0,Hysterectomy,1.0,Hysterectomy,1.0,Hysterectomy,1.0
Ibrutinib,Ibrutinib,1,1,Ibrutinib,1.0,Ibrutinib,1.0,Ibrutinib,1.0,Ibrutinib,1.0,Ibrutinib,1.0
Idarubicin,Idarubicin,1,1,Idarubicin,1.0,Idarubicin,1.0,Idarubicin,1.0,Idarubicin,1.0,Idarubicin,1.0
Idasanutlin,Idasanutlin,1,1,Idasanutlin,1.0,Idasanutlin,1.0,Idasanutlin,1.0,Idasanutlin,1.0,Idasanutlin,1.0
Ifosfamide,Ifosfamide,1,1,Ifosfamide,1.0,Ifosfamide,1.0,Ifosfamide,1.0,Ifosfamide,1.0,Ifosfamide,1.0
Imatinib,Imatinib,1,1,Imatinib,1.0,Imatinib,1.0,Imatinib,1.0,Imatinib,1.0,Imatinib,1.0
Immunoglobulin,Immunoglobulin,1,1,Immunoglobulin,1.0,Immunoglobulin,1.0,Immunoglobulin,1.0,Immunoglobulin,1.0,Immunoglobulin,1.0
Indoximod,Indoximod,1,1,Indoximod,1.0,Indoximod,1.0,Indoximod,1.0,Indoximod,1.0,Indoximod,1.0
Iniparib,Iniparib,1,1,Iniparib,1.0,Iniparib,1.0,Iniparib,1.0,Iniparib,1.0,Iniparib,1.0
Ipilimumab,Ipilimumab,1,1,Ipilimumab,1.0,Ipilimumab,1.0,Ipilimumab,1.0,Ipilimumab,1.0,Ipilimumab,1.0
Irinotecan,Irinotecan,1,1,Irinotecan,1.0,Irinotecan,1.0,Irinotecan,1.0,Irinotecan,1.0,Irinotecan,1.0
Isotretinoin,Isotretinoin,1,1,Isotretinoin,1.0,Isotretinoin,1.0,Isotretinoin,1.0,Isotretinoin,1.0,Isotretinoin,1.0
Itacitinib,Itacitinib,1,1,Itacitinib,1.0,Itacitinib,1.0,Itacitinib,1.0,Itacitinib,1.0,Itacitinib,1.0
Ivosidenib,Ivosidenib,1,1,Ivosidenib,1.0,Ivosidenib,1.0,Ivosidenib,1.0,Ivosidenib,1.0,Ivosidenib,1.0
Ketoconazole,Ketoconazole,1,1,Ketoconazole,1.0,Ketoconazole,1.0,Ketoconazole,1.0,Ketoconazole,1.0,Ketoconazole,1.0
Laparoscopic Biopsy,Laparoscopic Biopsy,1,1,Laparoscopic Biopsy,1.0,Laparoscopic Biopsy,1.0,Laparoscopic Biopsy,1.0,Laparoscopic Biopsy,1.0,Laparoscopic Biopsy,1.0
Laparoscopic Prostatectomy,Laparoscopic Prostatectomy,1,1,Laparoscopic Prostatectomy,1.0,Laparoscopic Prostatectomy,1.0,Laparoscopic Prostatectomy,1.0,Laparoscopic Prostatectomy,1.0,Laparoscopic Prostatectomy,1.0
Lapatinib,Lapatinib,1,1,Lapatinib,1.0,Lapatinib,1.0,Lapatinib,1.0,Lapatinib,1.0,Lapatinib,1.0
Lenalidomide,Lenalidomide,1,1,Lenalidomide,1.0,Lenalidomide,1.0,Lenalidomide,1.0,Lenalidomide,1.0,Lenalidomide,1.0
Letrozole,Letrozole,1,1,Letrozole,1.0,Letrozole,1.0,Letrozole,1.0,Letrozole,1.0,Letrozole,1.0
Liposomal Cytarabine,Liposomal Cytarabine,1,1,Liposomal Cytarabine,1.0,Liposomal Cytarabine,1.0,Liposomal Cytarabine,1.0,Liposomal Cytarabine,1.0,Liposomal Cytarabine,1.0
Liver Biopsy,Liver Biopsy,1,1,Liver Biopsy,1.0,Liver Biopsy,1.0,Liver Biopsy,1.0,Liver Biopsy,1.0,Liver Biopsy,1.0
Lobectomy,Lobectomy,1,1,Lobectomy,1.0,Lobectomy,1.0,Lobectomy,1.0,Lobectomy,1.0,Lobectomy,1.0
Lomustine,Lomustine,1,1,Lomustine,1.0,Lomustine,1.0,Lomustine,1.0,Lomustine,1.0,Lomustine,1.0
Lumpectomy,Lumpectomy,1,1,Lumpectomy,1.0,Lumpectomy,1.0,Lumpectomy,1.0,Lumpectomy,1.0,Lumpectomy,1.0
Macitentan,Macitentan,1,1,Macitentan,1.0,Macitentan,1.0,Macitentan,1.0,Macitentan,1.0,Macitentan,1.0
Mastectomy,Mastectomy,1,1,Mastectomy,1.0,Mastectomy,1.0,Mastectomy,1.0,Mastectomy,1.0,Mastectomy,1.0
Mefloquine,Mefloquine,1,1,Mefloquine,1.0,Mefloquine,1.0,Mefloquine,1.0,Mefloquine,1.0,Mefloquine,1.0
Melphalan,Melphalan,1,1,Melphalan,1.0,Melphalan,1.0,Melphalan,1.0,Melphalan,1.0,Melphalan,1.0
Memantine,Memantine,1,1,Memantine,1.0,Memantine,1.0,Memantine,1.0,Memantine,1.0,Memantine,1.0
Mercaptopurine,Mercaptopurine,1,1,Mercaptopurine,1.0,Mercaptopurine,1.0,Mercaptopurine,1.0,Mercaptopurine,1.0,Mercaptopurine,1.0
Methotrexate,Methotrexate,1,1,Methotrexate,1.0,Methotrexate,1.0,Methotrexate,1.0,Methotrexate,1.0,Methotrexate,1.0
Midostaurin,Midostaurin,1,1,Midostaurin,1.0,Midostaurin,1.0,Midostaurin,1.0,Midostaurin,1.0,Midostaurin,1.0
Mitomycin,Mitomycin,1,1,Mitomycin,1.0,Mitomycin,1.0,Mitomycin,1.0,Mitomycin,1.0,Mitomycin,1.0
Mitoxantrone,Mitoxantrone,1,1,Mitoxantrone,1.0,Mitoxantrone,1.0,Mitoxantrone,1.0,Mitoxantrone,1.0,Mitoxantrone,1.0
Modified Radical Mastectomy,Modified Radical Mastectomy,1,1,Modified Radical Mastectomy,1.0,Modified Radical Mastectomy,1.0,Modified Radical Mastectomy,1.0,Modified Radical Mastectomy,1.0,Modified Radical Mastectomy,1.0
Mogamulizumab,Mogamulizumab,1,1,Mogamulizumab,1.0,Mogamulizumab,1.0,Mogamulizumab,1.0,Mogamulizumab,1.0,Mogamulizumab,1.0
Momelotinib,Momelotinib,1,1,Momelotinib,1.0,Momelotinib,1.0,Momelotinib,1.0,Momelotinib,1.0,Momelotinib,1.0
Monalizumab,Monalizumab,1,1,Monalizumab,1.0,Monalizumab,1.0,Monalizumab,1.0,Monalizumab,1.0,Monalizumab,1.0
Nelarabine,Nelarabine,1,1,Nelarabine,1.0,Nelarabine,1.0,Nelarabine,1.0,Nelarabine,1.0,Nelarabine,1.0
Nephrectomy,Nephrectomy,1,1,Nephrectomy,1.0,Nephrectomy,1.0,Nephrectomy,1.0,Nephrectomy,1.0,Nephrectomy,1.0
Nintedanib,Nintedanib,1,1,Nintedanib,1.0,Nintedanib,1.0,Nintedanib,1.0,Nintedanib,1.0,Nintedanib,1.0
Nivolumab,Nivolumab,1,1,Nivolumab,1.0,Nivolumab,1.0,Nivolumab,1.0,Nivolumab,1.0,Nivolumab,1.0
Olaparib,Olaparib,1,1,Olaparib,1.0,Olaparib,1.0,Olaparib,1.0,Olaparib,1.0,Olaparib,1.0
Orchiectomy,Orchiectomy,1,1,Orchiectomy,1.0,Orchiectomy,1.0,Orchiectomy,1.0,Orchiectomy,1.0,Orchiectomy,1.0
Other,Other,1,1,Other,1.0,Other,1.0,Other,1.0,Other,1.0,Other,1.0
Oxaliplatin,Oxaliplatin,1,1,Oxaliplatin,1.0,Oxaliplatin,1.0,Oxaliplatin,1.0,Oxaliplatin,1.0,Oxaliplatin,1.0
Paclitaxel,Paclitaxel,1,1,Paclitaxel,1.0,Paclitaxel,1.0,Paclitaxel,1.0,Paclitaxel,1.0,Paclitaxel,1.0
Palbociclib,Palbociclib,1,1,Palbociclib,1.0,Palbociclib,1.0,Palbociclib,1.0,Palbociclib,1.0,Palbociclib,1.0
Partial Cystectomy,Partial Cystectomy,1,1,Partial Cystectomy,1.0,Partial Cystectomy,1.0,Partial Cystectomy,1.0,Partial Cystectomy,1.0,Partial Cystectomy,1.0
Partial Salpingectomy,Partial Salpingectomy,1,1,Partial Salpingectomy,1.0,Partial Salpingectomy,1.0,Partial Salpingectomy,1.0,Partial Salpingectomy,1.0,Partial Salpingectomy,1.0
Pembrolizumab,Pembrolizumab,1,1,Pembrolizumab,1.0,Pembrolizumab,1.0,Pembrolizumab,1.0,Pembrolizumab,1.0,Pembrolizumab,1.0
Pemetrexed,Pemetrexed,1,1,Pemetrexed,1.0,Pemetrexed,1.0,Pemetrexed,1.0,Pemetrexed,1.0,Pemetrexed,1.0
Pericardial Effusion,Pericardial Effusion,1,1,Pericardial Effusion,1.0,Pericardial Effusion,1.0,Pericardial Effusion,1.0,Pericardial Effusion,1.0,Pericardial Effusion,1.0
Pertuzumab,Pertuzumab,1,1,Pertuzumab,1.0,Pertuzumab,1.0,Pertuzumab,1.0,Pertuzumab,1.0,Pertuzumab,1.0
Pexidartinib,Pexidartinib,1,1,Pexidartinib,1.0,Pexidartinib,1.0,Pexidartinib,1.0,Pexidartinib,1.0,Pexidartinib,1.0
Platinum,Platinum,1,1,Platinum,1.0,Platinum,1.0,Platinum,1.0,Platinum,1.0,Platinum,1.0
Pleural Effusion,Pleural Effusion,1,1,Pleural Effusion,1.0,Pleural Effusion,1.0,Pleural Effusion,1.0,Pleural Effusion,1.0,Pleural Effusion,1.0
Ponatinib,Ponatinib,1,1,Ponatinib,1.0,Ponatinib,1.0,Ponatinib,1.0,Ponatinib,1.0,Ponatinib,1.0
Pracinostat,Pracinostat,1,1,Pracinostat,1.0,Pracinostat,1.0,Pracinostat,1.0,Pracinostat,1.0,Pracinostat,1.0
Pravastatin,Pravastatin,1,1,Pravastatin,1.0,Pravastatin,1.0,Pravastatin,1.0,Pravastatin,1.0,Pravastatin,1.0
Prednisolone,Prednisolone,1,1,Prednisolone,1.0,Prednisolone,1.0,Prednisolone,1.0,Prednisolone,1.0,Prednisolone,1.0
Prednisone,Prednisone,1,1,Prednisone,1.0,Prednisone,1.0,Prednisone,1.0,Prednisone,1.0,Prednisone,1.0
Procarbazine,Procarbazine,1,1,Procarbazine,1.0,Procarbazine,1.0,Procarbazine,1.0,Procarbazine,1.0,Procarbazine,1.0
Quizartinib,Quizartinib,1,1,Quizartinib,1.0,Quizartinib,1.0,Quizartinib,1.0,Quizartinib,1.0,Quizartinib,1.0
Radical Cystectomy,Radical Cystectomy,1,1,Radical Cystectomy,1.0,Radical Cystectomy,1.0,Radical Cystectomy,1.0,Radical Cystectomy,1.0,Radical Cystectomy,1.0
Radical Cystoprostatectomy,Radical Cystoprostatectomy,1,1,Radical Cystoprostatectomy,1.0,Radical Cystoprostatectomy,1.0,Radical Cystoprostatectomy,1.0,Radical Cystoprostatectomy,1.0,Radical Cystoprostatectomy,1.0
Radical Hysterectomy,Radical Hysterectomy,1,1,Radical Hysterectomy,1.0,Radical Hysterectomy,1.0,Radical Hysterectomy,1.0,Radical Hysterectomy,1.0,Radical Hysterectomy,1.0
Radical Prostatectomy,Radical Prostatectomy,1,1,Radical Prostatectomy,1.0,Radical Prostatectomy,1.0,Radical Prostatectomy,1.0,Radical Prostatectomy,1.0,Radical Prostatectomy,1.0
Ramucirumab,Ramucirumab,1,1,Ramucirumab,1.0,Ramucirumab,1.0,Ramucirumab,1.0,Ramucirumab,1.0,Ramucirumab,1.0
Regorafenib,Regorafenib,1,1,Regorafenib,1.0,Regorafenib,1.0,Regorafenib,1.0,Regorafenib,1.0,Regorafenib,1.0
Resection,Resection,1,1,Resection,1.0,Resection,1.0,Resection,1.0,Resection,1.0,Resection,1.0
Rigosertib,Rigosertib,1,1,Rigosertib,1.0,Rigosertib,1.0,Rigosertib,1.0,Rigosertib,1.0,Rigosertib,1.0
Rituximab,Rituximab,1,1,Rituximab,1.0,Rituximab,1.0,Rituximab,1.0,Rituximab,1.0,Rituximab,1.0
Ruxolitinib,Ruxolitinib,1,1,Ruxolitinib,1.0,Ruxolitinib,1.0,Ruxolitinib,1.0,Ruxolitinib,1.0,Ruxolitinib,1.0
Samalizumab,Samalizumab,1,1,Samalizumab,1.0,Samalizumab,1.0,Samalizumab,1.0,Samalizumab,1.0,Samalizumab,1.0
Segmental Mastectomy,Segmental Mastectomy,1,1,Segmental Mastectomy,1.0,Segmental Mastectomy,1.0,Segmental Mastectomy,1.0,Segmental Mastectomy,1.0,Segmental Mastectomy,1.0
Selinexor,Selinexor,1,1,Selinexor,1.0,Selinexor,1.0,Selinexor,1.0,Selinexor,1.0,Selinexor,1.0
Sirolimus,Sirolimus,1,1,Sirolimus,1.0,Sirolimus,1.0,Sirolimus,1.0,Sirolimus,1.0,Sirolimus,1.0
Sorafenib,Sorafenib,1,1,Sorafenib,1.0,Sorafenib,1.0,Sorafenib,1.0,Sorafenib,1.0,Sorafenib,1.0
Sunitinib,Sunitinib,1,1,Sunitinib,1.0,Sunitinib,1.0,Sunitinib,1.0,Sunitinib,1.0,Sunitinib,1.0
Tandutinib,Tandutinib,1,1,Tandutinib,1.0,Tandutinib,1.0,Tandutinib,1.0,Tandutinib,1.0,Tandutinib,1.0
Tasadenoturev,Tasadenoturev,1,1,Tasadenoturev,1.0,Tasadenoturev,1.0,Tasadenoturev,1.0,Tasadenoturev,1.0,Tasadenoturev,1.0
Temozolomide,Temozolomide,1,1,Temozolomide,1.0,Temozolomide,1.0,Temozolomide,1.0,Temozolomide,1.0,Temozolomide,1.0
Temsirolimus,Temsirolimus,1,1,Temsirolimus,1.0,Temsirolimus,1.0,Temsirolimus,1.0,Temsirolimus,1.0,Temsirolimus,1.0
Thalidomide,Thalidomide,1,1,Thalidomide,1.0,Thalidomide,1.0,Thalidomide,1.0,Thalidomide,1.0,Thalidomide,1.0
Thioguanine,Thioguanine,1,1,Thioguanine,1.0,Thioguanine,1.0,Thioguanine,1.0,Thioguanine,1.0,Thioguanine,1.0
Thiotepa,Thiotepa,1,1,Thiotepa,1.0,Thiotepa,1.0,Thiotepa,1.0,Thiotepa,1.0,Thiotepa,1.0
Topotecan,Topotecan,1,1,Topotecan,1.0,Topotecan,1.0,Topotecan,1.0,Topotecan,1.0,Topotecan,1.0
Total Abdominal Hysterectomy,Total Abdominal Hysterectomy,1,1,Total Abdominal Hysterectomy,1.0,Total Abdominal Hysterectomy,1.0,Total Abdominal Hysterectomy,1.0,Total Abdominal Hysterectomy,1.0,Total Abdominal Hysterectomy,1.0
Total Hepatectomy,Total Hepatectomy,1,1,Total Hepatectomy,1.0,Total Hepatectomy,1.0,Total Hepatectomy,1.0,Total Hepatectomy,1.0,Total Hepatectomy,1.0
Total Mastectomy,Total Mastectomy,1,1,Total Mastectomy,1.0,Total Mastectomy,1.0,Total Mastectomy,1.0,Total Mastectomy,1.0,Total Mastectomy,1.0
Trametinib,Trametinib,1,1,Trametinib,1.0,Trametinib,1.0,Trametinib,1.0,Trametinib,1.0,Trametinib,1.0
Trastuzumab,Trastuzumab,1,1,Trastuzumab,1.0,Trastuzumab,1.0,Trastuzumab,1.0,Trastuzumab,1.0,Trastuzumab,1.0
Tremelimumab,Tremelimumab,1,1,Tremelimumab,1.0,Tremelimumab,1.0,Tremelimumab,1.0,Tremelimumab,1.0,Tremelimumab,1.0
Treosulfan,Treosulfan,1,1,Treosulfan,1.0,Treosulfan,1.0,Treosulfan,1.0,Treosulfan,1.0,Treosulfan,1.0
Tretinoin,Tretinoin,1,1,Tretinoin,1.0,Tretinoin,1.0,Tretinoin,1.0,Tretinoin,1.0,Tretinoin,1.0
