field_name,source,is_numeric_field
analyte_quantity,analyte_amount,yes
analyte_quantity,total_analyte_quantity,yes
analyte_type,analyte type,
analyte_type,type analyte,
analyte_type,analyte_category,
analyte_type_id,analyte type id,
analyte_type_id,id analyte type,
analyte_type_id,analyte_type_identifier,
analyte_volume,analyte volume,
analyte_volume,volume analyte,yes
analyte_volume,analyte_vol,yes
analyte_volume,volume_ul,yes
concentration,concentration,
concentration,analyte_concentration,yes
concentration,concentration_ng_ul,yes
concentration,concentration.value,yes
concentration,conc,yes
experimental_protocol_type,experimental protocol type,
experimental_protocol_type,protocol type experimental,
experimental_protocol_type,experiment_protocol,
experimental_protocol_type,protocol_name,
normal_tumor_genotype_snp_match,normal tumor genotype snp match,
normal_tumor_genotype_snp_match,genotype snp match normal tumor,
normal_tumor_genotype_snp_match,tumor_normal_snp_match,
normal_tumor_genotype_snp_match,snp.match.normal.tumor,
normal_tumor_genotype_snp_match,genotype_match_status,
ribosomal_rna_28s_16s_ratio,ribosomal rna 28s 16s ratio,
ribosomal_rna_28s_16s_ratio,ratio ribosomal rna 28s 16s,
ribosomal_rna_28s_16s_ratio,rrna_28s_16s_ratio,
ribosomal_rna_28s_16s_ratio,rna_integrity_28s_16s,
rna_integrity_number,rna integrity number,
rna_integrity_number,integrity number rna,
rna_integrity_number,rin,
rna_integrity_number,rna_quality_number,
spectrophotometer_method,spectrophotometer method,
spectrophotometer_method,method spectrophotometer,
spectrophotometer_method,spectrophotometry_method,
spectrophotometer_method,absorbance_method,
well_number,well number,
well_number,number well,
well_number,well_id,
well_number,plate_well,
portions,portions,
portions,portion,
portions,tissue_portions,
portions,num_portions,yes
samples,samples,
samples,sample,
samples,num_samples,yes
samples,sample_id,
additional_pathology_findings,additional pathology findings,
additional_pathology_findings,pathology findings additional,
additional_pathology_findings,supplemental_pathology_findings,
additional_pathology_findings,other_pathology_findings,
anaplasia_present,anaplasia present,
anaplasia_present,present anaplasia,
anaplasia_present,anaplasia_status,
anaplasia_present,anaplasia_indicator,
anaplasia_present_type,anaplasia present type,
anaplasia_present_type,type anaplasia present,
anaplasia_present_type,anaplasia_type,
bone_marrow_malignant_cells,bone marrow malignant cells,
bone_marrow_malignant_cells,malignant cells bone marrow,
bone_marrow_malignant_cells,bone_marrow_involvement,
bone_marrow_malignant_cells,bm_malignant_cells,
breslow_thickness,breslow thickness,yes
breslow_thickness,thickness breslow,yes
breslow_thickness,breslow_depth,yes
breslow_thickness,breslow_measure,yes
circumferential_resection_margin,circumferential resection margin,yes
circumferential_resection_margin,resection margin circumferential,yes
circumferential_resection_margin,circumferential_margin,yes
circumferential_resection_margin,crm,yes
columnar_mucosa_present,columnar mucosa present,
columnar_mucosa_present,present columnar mucosa,
columnar_mucosa_present,columnar_mucosa_status,
columnar_mucosa_present,columnar_epithelium_present,
consistent_pathology_review,consistent pathology review,
consistent_pathology_review,pathology review consistent,
consistent_pathology_review,pathology_review_concordant,
consistent_pathology_review,review_consistency,
days_to_pathology_detail,days to pathology detail,yes
days_to_pathology_detail,pathology detail days to,yes
days_to_pathology_detail,days_pathology_detail,yes
days_to_pathology_detail,pathology_detail_days,yes
dysplasia_degree,dysplasia degree,
dysplasia_degree,degree dysplasia,
dysplasia_degree,dysplasia_grade,
dysplasia_degree,dysplasia_severity,
dysplasia_type,dysplasia type,
dysplasia_type,type dysplasia,
dysplasia_type,dysplasia_category,
epithelioid_cell_percent,epithelioid cell percent,yes
epithelioid_cell_percent,percent epithelioid cell,yes
epithelioid_cell_percent,epithelioid_cell_percentage,yes
epithelioid_cell_percent,pct_epithelioid_cells,yes
extracapsular_extension,extracapsular extension,
extracapsular_extension,extension extracapsular,
extracapsular_extension,extracapsular_ext,
extracapsular_extension,ece_status,
extracapsular_extension_present,extracapsular extension present,
extracapsular_extension_present,present extracapsular extension,
extracapsular_extension_present,extracapsular_extension_status,
extranodal_extension,extranodal extension,
extranodal_extension,extension extranodal,
extranodal_extension,ene_status,
extrascleral_extension,extrascleral extension,
extrascleral_extension,extension extrascleral,
extrascleral_extension,extrascleral_status,
extrathyroid_extension,extrathyroid extension,
extrathyroid_extension,extension extrathyroid,
extrathyroid_extension,extrathyroid_ext,
greatest_tumor_dimension,greatest tumor dimension,yes
greatest_tumor_dimension,tumor dimension greatest,yes
greatest_tumor_dimension,greatest_tumor_size,yes
greatest_tumor_dimension,largest_tumor_dimension,yes
greatest_tumor_dimension,max_tumor_size,yes
gross_tumor_weight,gross tumor weight,yes
gross_tumor_weight,tumor weight gross,yes
gross_tumor_weight,tumor_weight,yes
gross_tumor_weight,tumor_weight_grams,yes
histologic_progression_type,histologic progression type,
histologic_progression_type,progression type histologic,
histologic_progression_type,histological_progression,
histologic_progression_type,progression_pattern,
largest_extrapelvic_peritoneal_focus,largest extrapelvic peritoneal focus,yes
largest_extrapelvic_peritoneal_focus,focus peritoneal extrapelvic largest,yes
largest_extrapelvic_peritoneal_focus,largest_peritoneal_focus,yes
largest_extrapelvic_peritoneal_focus,extrapelvic_peritoneal_size,yes
lymph_node_dissection_method,lymph node dissection method,
lymph_node_dissection_method,method dissection lymph node,
lymph_node_dissection_method,lymph_node_dissection_technique,
lymph_node_dissection_method,lnd_method,
lymph_node_dissection_site,lymph node dissection site,
lymph_node_dissection_site,site dissection lymph node,
lymph_node_dissection_site,lymph_node_dissection_location,
lymph_node_dissection_site,lnd_site,
lymph_node_involved_site,lymph node involved site,
lymph_node_involved_site,site lymph node involved,
lymph_node_involved_site,lymph_node_involvement_site,
lymph_node_involved_site,involved_lymph_node_site,
lymph_node_involvement,lymph node involvement,
lymph_node_involvement,involvement lymph node,
lymph_node_involvement,lymph_node_status,
lymph_node_involvement,ln_involvement,
lymph_nodes_positive,lymph nodes positive,yes
lymph_nodes_positive,positive lymph nodes,yes
lymph_nodes_positive,number_positive_lymph_nodes,yes
lymph_nodes_positive,positive_ln_count,yes
lymph_nodes_removed,lymph nodes removed,yes
lymph_nodes_removed,removed lymph nodes,yes
lymph_nodes_removed,number_lymph_nodes_removed,yes
lymph_nodes_removed,ln_removed_count,yes
lymph_nodes_tested,lymph nodes tested,yes
lymph_nodes_tested,tested lymph nodes,yes
lymph_nodes_tested,number_lymph_nodes_tested,yes
lymph_nodes_tested,ln_tested_count,yes
lymphatic_invasion_present,lymphatic invasion present,
lymphatic_invasion_present,present lymphatic invasion,
lymphatic_invasion_present,lymphatic_invasion_status,
lymphatic_invasion_present,li_status,
margin_status,margin status,
margin_status,status margin,
margin_status,margin_involvement,
margin_status,surgical_margin_status,
measurement_type,measurement type,yes
measurement_type,type measurement,yes
measurement_type,measurement_category,yes
measurement_unit,measurement unit,yes
measurement_unit,unit measurement,yes
measurement_unit,measurement_unit_of_measure,yes
metaplasia_present,metaplasia present,
metaplasia_present,present metaplasia,
metaplasia_present,metaplasia_status,
micrometastasis_present,micrometastasis present,
micrometastasis_present,present micrometastasis,
micrometastasis_present,micrometastasis_status,
micrometastasis_present,mm_present,
morphologic_architectural_pattern,morphologic architectural pattern,
morphologic_architectural_pattern,pattern architectural morphologic,
morphologic_architectural_pattern,morphologic_pattern,
morphologic_architectural_pattern,architectural_pattern,
necrosis_percent,necrosis percent,yes
necrosis_percent,percent necrosis,yes
necrosis_percent,necrosis_percentage,yes
necrosis_percent,pct_necrosis,yes
necrosis_present,necrosis present,
necrosis_present,present necrosis,
necrosis_present,patient_necrosis_present,
necrosis_present,pt_necrosis_present,
necrosis_present,necrosis_indicator,
necrosis_present,has_necrosis,
necrosis_present,necrosis_flag,
necrosis_present,necrosis yes no,
non_nodal_regional_disease,non nodal regional disease,
non_nodal_regional_disease,regional disease non nodal,
non_nodal_regional_disease,patient_non_nodal_regional_disease,
non_nodal_regional_disease,non_nodal_regional_diseases,
non_nodal_regional_disease,nonodal_regional_disease,
non_nodal_regional_disease,nnrd_present,
non_nodal_regional_disease,non nodal disease regional,
non_nodal_tumor_deposits,non nodal tumor deposits,
non_nodal_tumor_deposits,tumor deposits non nodal,
non_nodal_tumor_deposits,patient_non_nodal_tumor_deposits,
non_nodal_tumor_deposits,non_nodal_tumor_deposit,
non_nodal_tumor_deposits,nonodal_tumor_deposits,
non_nodal_tumor_deposits,deposit_non_nodal,
non_nodal_tumor_deposits,nntd_present,
non_nodal_tumor_deposits,extranodal_tumor_deposits,
number_proliferating_cells,number proliferating cells,
number_proliferating_cells,proliferating cells number,
number_proliferating_cells,pt_number_proliferating_cells,
number_proliferating_cells,proliferating_cell_count,
number_proliferating_cells,count_proliferating_cells,
number_proliferating_cells,num_proliferating_cells,
number_proliferating_cells,proliferating_cells,
number_proliferating_cells,cell_count_proliferating,
percent_tumor_invasion,percent tumor invasion,yes
percent_tumor_invasion,tumor invasion percent,yes
percent_tumor_invasion,patient_percent_tumor_invasion,yes
percent_tumor_invasion,pct_tumor_invasion,yes
percent_tumor_invasion,percent_invasive_tumor,yes
percent_tumor_invasion,tumor_invasion_percentage,yes
percent_tumor_invasion,invasion_percent_tumor,yes
percent_tumor_invasion,pct_invasive_tumor,yes
percent_tumor_nuclei,percent tumor nuclei,yes
percent_tumor_nuclei,tumor nuclei percent,yes
percent_tumor_nuclei,patient_percent_tumor_nuclei,yes
percent_tumor_nuclei,pct_tumor_nuclei,yes
percent_tumor_nuclei,tumor_nuclei_percentage,yes
percent_tumor_nuclei,nuclei_percent_tumor,yes
percent_tumor_nuclei,pct_nuclei_tumor,yes
percent_tumor_nuclei,percentage_tumor_nuclei,yes
perineural_invasion_present,perineural invasion present,
perineural_invasion_present,invasion present perineural,
perineural_invasion_present,patient_perineural_invasion_present,
perineural_invasion_present,pni_present,
perineural_invasion_present,perineural_invasion,
perineural_invasion_present,has_perineural_invasion,
perineural_invasion_present,perineural_invasion_indicator,
perineural_invasion_present,invasion_perineural_present,
peripancreatic_lymph_nodes_positive,peripancreatic lymph nodes positive,
peripancreatic_lymph_nodes_positive,lymph nodes positive peripancreatic,
peripancreatic_lymph_nodes_positive,patient_peripancreatic_lymph_nodes_positive,
peripancreatic_lymph_nodes_positive,peripancreatic_nodes_positive,
peripancreatic_lymph_nodes_positive,nodes_positive_peripancreatic,
peripancreatic_lymph_nodes_positive,peripancreatic_ln_positive,
peripancreatic_lymph_nodes_positive,ppln_positive,
peripancreatic_lymph_nodes_positive,positive_peripancreatic_nodes,
peripancreatic_lymph_nodes_tested,peripancreatic lymph nodes tested,
peripancreatic_lymph_nodes_tested,lymph nodes tested peripancreatic,
peripancreatic_lymph_nodes_tested,patient_peripancreatic_lymph_nodes_tested,
peripancreatic_lymph_nodes_tested,peripancreatic_nodes_tested,
peripancreatic_lymph_nodes_tested,nodes_tested_peripancreatic,
peripancreatic_lymph_nodes_tested,peripancreatic_ln_tested,
peripancreatic_lymph_nodes_tested,ppln_tested,
peripancreatic_lymph_nodes_tested,tested_peripancreatic_nodes,
prostatic_chips_positive_count,prostatic chips positive count,yes
prostatic_chips_positive_count,chips positive count prostatic,yes
prostatic_chips_positive_count,patient_prostatic_chips_positive_count,yes
prostatic_chips_positive_count,num_positive_prostatic_chips,yes
prostatic_chips_positive_count,positive_prostatic_chips_count,yes
prostatic_chips_positive_count,prostate_chips_positive,yes
prostatic_chips_positive_count,pcp_count,yes
prostatic_chips_positive_count,count_positive_chips_prostate,yes
prostatic_chips_total_count,prostatic chips total count,yes
prostatic_chips_total_count,chips total count prostatic,yes
prostatic_chips_total_count,patient_prostatic_chips_total_count,yes
prostatic_chips_total_count,num_total_prostatic_chips,yes
prostatic_chips_total_count,total_prostatic_chips_count,yes
prostatic_chips_total_count,prostate_chips_total,yes
prostatic_chips_total_count,pct_total,yes
prostatic_chips_total_count,count_total_chips_prostate,yes
prostatic_involvement_percent,prostatic involvement percent,yes
prostatic_involvement_percent,involvement percent prostatic,yes
prostatic_involvement_percent,patient_prostatic_involvement_percent,yes
prostatic_involvement_percent,pct_prostatic_involvement,yes
prostatic_involvement_percent,prostate_involvement_percent,yes
prostatic_involvement_percent,prostatic_involvement_percentage,yes
prostatic_involvement_percent,percent_involvement_prostate,yes
prostatic_involvement_percent,involvement_percentage_prostate,yes
residual_tumor,residual tumor,
residual_tumor,tumor residual,
residual_tumor,patient_residual_tumor,
residual_tumor,residual_disease,
residual_tumor,has_residual_tumor,
residual_tumor,residual_tumor_present,
residual_tumor,tumor_residual_status,
residual_tumor,residual_tumor_flag,
residual_tumor_measurement,residual tumor measurement,yes
residual_tumor_measurement,tumor measurement residual,yes
residual_tumor_measurement,patient_residual_tumor_measurement,yes
residual_tumor_measurement,residual_disease_measurement,yes
residual_tumor_measurement,residual_tumor_size,yes
residual_tumor_measurement,measurement_residual_tumor,yes
residual_tumor_measurement,residual_tumor_dim,yes
residual_tumor_measurement,size_residual_tumor,yes
rhabdoid_percent,rhabdoid percent,yes
rhabdoid_percent,percent rhabdoid,yes
rhabdoid_percent,patient_rhabdoid_percent,yes
rhabdoid_percent,pct_rhabdoid,yes
rhabdoid_percent,rhabdoid_percentage,yes
rhabdoid_percent,percentage_rhabdoid,yes
rhabdoid_percent,rhabdoid_pct,yes
rhabdoid_percent,pct_rhabdoid_component,yes
rhabdoid_present,rhabdoid present,
rhabdoid_present,present rhabdoid,
rhabdoid_present,patient_rhabdoid_present,
rhabdoid_present,has_rhabdoid,
rhabdoid_present,rhabdoid_component,
rhabdoid_present,rhabdoid_indicator,
rhabdoid_present,rhabdoid_flag,
rhabdoid_present,rhabdoid_yes_no,
sarcomatoid_percent,sarcomatoid percent,yes
sarcomatoid_percent,percent sarcomatoid,yes
sarcomatoid_percent,patient_sarcomatoid_percent,yes
sarcomatoid_percent,pct_sarcomatoid,yes
sarcomatoid_percent,sarcomatoid_percentage,yes
sarcomatoid_percent,percentage_sarcomatoid,yes
sarcomatoid_percent,sarcomatoid_pct,yes
sarcomatoid_percent,pct_sarcomatoid_component,yes
sarcomatoid_present,sarcomatoid present,
sarcomatoid_present,present sarcomatoid,
sarcomatoid_present,patient_sarcomatoid_present,
sarcomatoid_present,has_sarcomatoid,
sarcomatoid_present,sarcomatoid_component,
sarcomatoid_present,sarcomatoid_indicator,
sarcomatoid_present,sarcomatoid_flag,
sarcomatoid_present,sarcomatoid_yes_no,
size_extraocular_nodule,size extraocular nodule,
size_extraocular_nodule,extraocular nodule size,
size_extraocular_nodule,patient_size_extraocular_nodule,
size_extraocular_nodule,nodule_size_extraocular,
size_extraocular_nodule,extraocular_nodule_descriptor,
size_extraocular_nodule,size_extraocular_nodules,
size_extraocular_nodule,extraocular_size,
spindle_cell_percent,spindle cell percent,yes
spindle_cell_percent,percent spindle cell,yes
spindle_cell_percent,patient_spindle_cell_percent,yes
spindle_cell_percent,pct_spindle_cell,yes
spindle_cell_percent,spindle_cell_percentage,yes
spindle_cell_percent,percentage_spindle_cell,yes
spindle_cell_percent,spindle_cell_pct,yes
spindle_cell_percent,pct_spindle_cells,yes
transglottic_extension,transglottic extension,
transglottic_extension,extension transglottic,
transglottic_extension,patient_transglottic_extension,
transglottic_extension,has_transglottic_extension,
transglottic_extension,transglottic_extension_present,
transglottic_extension,transglottic_extension_flag,
transglottic_extension,tge_present,
transglottic_extension,transglottic_present,
tumor_depth_descriptor,tumor depth descriptor,
tumor_depth_descriptor,depth descriptor tumor,
tumor_depth_descriptor,patient_tumor_depth_descriptor,
tumor_depth_descriptor,tumor_depth_description,
tumor_depth_descriptor,tumor_depth_category,
tumor_depth_descriptor,descriptor_depth_tumor,
tumor_depth_descriptor,tumor_depth_class,
tumor_depth_measurement,tumor depth measurement,yes
tumor_depth_measurement,depth measurement tumor,yes
tumor_depth_measurement,patient_tumor_depth_measurement,yes
tumor_depth_measurement,tumor_depth_size,yes
tumor_depth_measurement,tumor_depth_dim,yes
tumor_depth_measurement,measurement_tumor_depth,yes
tumor_depth_measurement,tumor_depth_value,yes
tumor_infiltrating_lymphocytes,tumor infiltrating lymphocytes,
tumor_infiltrating_lymphocytes,infiltrating lymphocytes tumor,
tumor_infiltrating_lymphocytes,patient_tumor_infiltrating_lymphocytes,
tumor_infiltrating_lymphocytes,til_present,
tumor_infiltrating_lymphocytes,tumor_til,
tumor_infiltrating_lymphocytes,infiltrating_lymphocytes,
tumor_infiltrating_lymphocytes,lymphocyte_infiltration_tumor,
tumor_infiltrating_lymphocytes,tumor_infiltrating_lymphocyte,
tumor_infiltrating_macrophages,tumor infiltrating macrophages,
tumor_infiltrating_macrophages,infiltrating macrophages tumor,
tumor_infiltrating_macrophages,patient_tumor_infiltrating_macrophages,
tumor_infiltrating_macrophages,tim_present,
tumor_infiltrating_macrophages,tumor_tim,
tumor_infiltrating_macrophages,infiltrating_macrophages,
tumor_infiltrating_macrophages,macrophage_infiltration_tumor,
tumor_infiltrating_macrophages,tumor_infiltrating_macrophage,
tumor_largest_dimension_diameter,tumor largest dimension diameter,yes
tumor_largest_dimension_diameter,largest dimension diameter tumor,yes
tumor_largest_dimension_diameter,patient_tumor_largest_dimension_diameter,yes
tumor_largest_dimension_diameter,tumor_largest_diameter,yes
tumor_largest_dimension_diameter,largest_dimension_tumor,yes
tumor_largest_dimension_diameter,max_tumor_diameter,yes
tumor_largest_dimension_diameter,tumor_size_largest,yes
tumor_largest_dimension_diameter,largest_tumor_dimension,yes
tumor_length_measurement,tumor length measurement,yes
tumor_length_measurement,length measurement tumor,yes
tumor_length_measurement,patient_tumor_length_measurement,yes
tumor_length_measurement,tumor_length_size,yes
tumor_length_measurement,tumor_length_dim,yes
tumor_length_measurement,measurement_tumor_length,yes
tumor_length_measurement,tumor_length_value,yes
tumor_level_prostate,tumor level prostate,
tumor_level_prostate,level prostate tumor,
tumor_level_prostate,patient_tumor_level_prostate,
tumor_level_prostate,prostate_tumor_level,
tumor_level_prostate,level_tumor_prostate,
tumor_level_prostate,prostate_tumor_location,
tumor_level_prostate,tumor_prostate_level,
tumor_level_prostate,prostate_level,
tumor_shape,tumor shape,
tumor_shape,shape tumor,
tumor_shape,patient_tumor_shape,
tumor_shape,tumor_shape_descriptor,
tumor_shape,shape_descriptor,
tumor_shape,tumor_morphology,
tumor_shape,morphology_tumor,
tumor_shape,tumor_configuration,
tumor_thickness,tumor thickness,
tumor_thickness,thickness tumor,
tumor_thickness,patient_tumor_thickness,
tumor_thickness,tumor_thickness_measurement,
tumor_thickness,thickness_measurement,
tumor_thickness,tumor_thickness_descriptor,
tumor_thickness,thickness_descriptor,
tumor_thickness,tumor_depth,
tumor_width_measurement,tumor width measurement,yes
tumor_width_measurement,width measurement tumor,yes
tumor_width_measurement,patient_tumor_width_measurement,yes
tumor_width_measurement,tumor_width_size,yes
tumor_width_measurement,tumor_width_dim,yes
tumor_width_measurement,measurement_tumor_width,yes
tumor_width_measurement,tumor_width_value,yes
vascular_invasion_present,vascular invasion present,
vascular_invasion_present,invasion present vascular,
vascular_invasion_present,patient_vascular_invasion_present,
vascular_invasion_present,vi_present,
vascular_invasion_present,vascular_invasion,
vascular_invasion_present,has_vascular_invasion,
vascular_invasion_present,vascular_invasion_indicator,
vascular_invasion_present,invasion_vascular_present,
vascular_invasion_type,vascular invasion type,
vascular_invasion_type,invasion type vascular,
vascular_invasion_type,patient_vascular_invasion_type,
vascular_invasion_type,vi_type,
vascular_invasion_type,type_vascular_invasion,
vascular_invasion_type,vascular_invasion_descriptor,
vascular_invasion_type,invasion_type,
vascular_invasion_type,vascular_invasion_classification,
zone_of_origin_prostate,zone of origin prostate,
zone_of_origin_prostate,origin prostate zone,
zone_of_origin_prostate,patient_zone_of_origin_prostate,
zone_of_origin_prostate,prostate_zone_of_origin,
zone_of_origin_prostate,origin_zone_prostate,
zone_of_origin_prostate,prostate_zone,
zone_of_origin_prostate,zone_prostate,
zone_of_origin_prostate,zone_origin,
diagnoses,diagnoses,
diagnoses,diagnosis,
diagnoses,patient_diagnoses,
diagnoses,pt_diagnoses,
diagnoses,clinical_diagnoses,
diagnoses,list_diagnoses,
diagnoses,diagnostic_information,
diagnoses,diagnoses_list,
diagnoses,diagnoses_codes,
diagnoses,diagnosis_information,
average_base_quality,average base quality,
average_base_quality,base quality average,
average_base_quality,patient_average_base_quality,
average_base_quality,mean_base_quality,
average_base_quality,base_quality_mean,
average_base_quality,avg_base_quality,
average_base_quality,quality_average_base,
average_base_quality,qscore_average,
average_insert_size,average insert size,
average_insert_size,insert size average,
average_insert_size,patient_average_insert_size,
average_insert_size,mean_insert_size,
average_insert_size,insert_size_mean,
average_insert_size,avg_insert_size,
average_insert_size,insert_size_avg,
average_insert_size,isize_average,
average_read_length,average read length,
average_read_length,read length average,
average_read_length,patient_average_read_length,
average_read_length,mean_read_length,
average_read_length,read_length_mean,
average_read_length,avg_read_length,
average_read_length,read_length_avg,
average_read_length,read_avg_length,
contamination,contamination,
contamination,contam,
contamination,patient_contamination,
contamination,contamination_level,
contamination,contamination_indicator,
contamination,sample_contamination,
contamination,contamination_flag,
contamination,contamination_status,
contamination_error,contamination error,
contamination_error,error contamination,
contamination_error,patient_contamination_error,
contamination_error,contam_error,
contamination_error,contamination_err,
contamination_error,sample_contamination_error,
contamination_error,contam_err,
mean_coverage,mean coverage,
mean_coverage,coverage mean,
mean_coverage,patient_mean_coverage,
mean_coverage,avg_coverage,
mean_coverage,average_coverage,
mean_coverage,coverage_depth,
mean_coverage,mean_depth,
msi_score,msi score,
msi_score,score msi,
msi_score,patient_msi_score,
msi_score,microsatellite_instability_score,
msi_score,msi_value,
msi_score,score_microsatellite,
msi_score,msi_index,
msi_score,instability_score,
msi_status,msi status,
msi_status,status msi,
msi_status,patient_msi_status,
msi_status,microsatellite_instability_status,
msi_status,msi_phenotype,
msi_status,msi_class,
msi_status,instability_status,
msi_status,msi_determination,
pairs_on_diff_chr,pairs on diff chr,
pairs_on_diff_chr,on diff chr pairs,
pairs_on_diff_chr,patient_pairs_on_diff_chr,
pairs_on_diff_chr,pairs_different_chromosomes,
pairs_on_diff_chr,different_chromosome_pairs,
pairs_on_diff_chr,pairs_diff_chromosomes,
pairs_on_diff_chr,discordant_pairs,
pairs_on_diff_chr,diff_chr_pairs,
proportion_base_mismatch,proportion base mismatch,
proportion_base_mismatch,base mismatch proportion,
proportion_base_mismatch,patient_proportion_base_mismatch,
proportion_base_mismatch,pct_base_mismatch,
proportion_base_mismatch,base_mismatch_rate,
proportion_base_mismatch,mismatch_proportion_base,
proportion_base_mismatch,proportion_mismatches,
proportion_base_mismatch,base_error_rate,
proportion_coverage_10x,proportion coverage 10x,
proportion_coverage_10x,coverage 10x proportion,
proportion_coverage_10x,patient_proportion_coverage_10x,
proportion_coverage_10x,pct_coverage_10x,
proportion_coverage_10x,proportion_targets_coverage_10x,
proportion_coverage_10x,targets_10x_coverage,
proportion_coverage_10x,coverage_ge_10x,
proportion_coverage_30x,proportion coverage 30x,
proportion_coverage_30x,coverage 30x proportion,
proportion_coverage_30x,patient_proportion_coverage_30x,
proportion_coverage_30x,pct_coverage_30x,
proportion_coverage_30x,proportion_targets_coverage_30x,
proportion_coverage_30x,targets_30x_coverage,
proportion_coverage_30x,coverage_ge_30x,
proportion_reads_duplicated,proportion reads duplicated,
proportion_reads_duplicated,reads duplicated proportion,
proportion_reads_duplicated,patient_proportion_reads_duplicated,
proportion_reads_duplicated,pct_reads_duplicated,
proportion_reads_duplicated,reads_duplicated_rate,
proportion_reads_duplicated,duplicated_reads_proportion,
proportion_reads_duplicated,duplication_rate,
proportion_reads_duplicated,reads_duplicate_proportion,
proportion_reads_mapped,proportion reads mapped,
proportion_reads_mapped,reads mapped proportion,
proportion_reads_mapped,patient_proportion_reads_mapped,
proportion_reads_mapped,pct_reads_mapped,
proportion_reads_mapped,reads_mapped_rate,
proportion_reads_mapped,mapped_reads_proportion,
proportion_reads_mapped,mapping_rate,
proportion_reads_mapped,reads_mapping_proportion,
proportion_targets_no_coverage,proportion targets no coverage,
proportion_targets_no_coverage,targets no coverage proportion,
proportion_targets_no_coverage,patient_proportion_targets_no_coverage,
proportion_targets_no_coverage,pct_targets_no_coverage,
proportion_targets_no_coverage,targets_no_coverage_rate,
proportion_targets_no_coverage,no_coverage_targets_proportion,
proportion_targets_no_coverage,targets_zero_coverage,
proportion_targets_no_coverage,uncovered_targets_proportion,
total_reads,total reads,
total_reads,reads total,
total_reads,patient_total_reads,
total_reads,num_total_reads,
total_reads,read_count_total,
total_reads,total_read_count,
