field_name,source,is_numeric_field
ancestry_details,PRD_HISPANIC,no
ancestry_details,INFERRED_ETHNICITY,no
ancestry_details,RACE_CATEGORIZED,no
ancestry_details,ANCESTRY_PRIMARY,no
ancestry_details,REPORTED_ETHNICITY,no
ancestry_details,RACE,no
ancestry,ETHNICITY,no
ancestry,HISPANIC,no
ancestry,ETHNICITY_SELF_IDENTIFY,no
ancestry,RACE_CATEGORY,no
ancestry,PRD_RACE,no
ancestry,PRD_HISPANIC,no
ancestry,INFERRED_ETHNICITY,no
ancestry,RACE_CATEGORIZED,no
ancestry,ANCESTRY_PRIMARY,no
ancestry,REPORTED_ETHNICITY,no
ancestry,RACE,no
body_site,DETAILED_PRIMARY_SITE,no
body_site,DIAGNOSIS_CANCER_LOC_BRAIN,no
body_site,DIAGNOSIS_CANCER_LOC_LUNG,no
body_site,DIAGNOSIS_CANCER_LOC_OTHER_LN,no
body_site,TUMOR_SITE_SAMPLE,no
body_site,TUMOR_SUBSITE,no
body_site,LOCATION_LUNG_PARENCHYMA,no
body_site,PRIMARY_TUMOR_LOCATION,no
body_site,DISEASE_MULTIFOCAL_INDICATOR,no
body_site,TISSUE_TYPE,no
body_site,MULTIPLE_TUMOR_LOCATIONS,no
body_site,TUMOR_TISSUE_ORIGIN,no
body_site,DIAGNOSIS_CANCER_LOC_BREAST,no
body_site,TUMOR_SITE_DETAIL,no
body_site,TUMOR_TISSUE_SITE,no
body_site,LOCALIZED_VS_METS_AT_DX,no
body_site,SOURCE_TYPE,no
body_site,PRIMARY_SITE,no
body_site,TUMOR_LOCATION,no
body_site,TUMOR_LEVEL,no
body_site,ESOPHAGEAL_TUMOR_LOCATION_INVOLVED,no
body_site,DISEASE_EXTENT,no
body_site,ESOPHAGEAL_TUMOR_LOCATION_CENTERED,no
body_site,DIAGNOSIS_CANCER_BONE,no
body_site,LOCATION,no
body_site,TISSUE_SITE_OF_DERIVATION,no
body_site,DIAGNOSIS_CANCER_LOC_OVARY,no
body_site,DIAGNOSIS_CANCER_LOC_LIVER,no
body_site,TUMOR_LATERALITY,no
body_site,DIAGNOSIS_CANCER_LOC_CHEST_WALL,no
body_site,TUMOR_TISSUE_SITE_PATIENT,no
body_site,METASTATIC_SITE,no
body_site,TUMOR_LOCATION_CONDENSED,no
body_site,TUMOR_SITE,no
body_site,DIAGNOSIS_CANCER_LOC_SKIN,no
body_site,TUMOR_MEGASITE,no
body_site,DIAGNOSIS_CANCER_LOC_AXILLARY_LN,no
body_site,LOCATION_RECURRED,no
body_site,BIOPSY_SITE,no
body_site,DIAGNOSIS_CANCER_LOC_PLEURAL_EFFUSION,no
body_site,TUMOR_SUPERSITE,no
body_site,SPECIFIC_TUMOR_LOCATION,no
body_site,LOCALIZED_TUMOR,no
body_site,TISSUE_SITE,no
body_site,PRIMARY_SITE_PATIENT,no
body_site,ANATOMICAL_SUBTYPE,no
body_site,TUMOR_SITE_CURATED,no
country,TUMOR_SAMPLE_PROCUREMENT_COUNTRY,no
country,BIRTH_COUNTRY,no
country,COUNTRY,no
country,PARTICIPANT_COUNTRY,no
country,COUNTRY_OF_ORIGIN,no
country,COUNTRY_OF_PROCUREMENT,no
cancer_status,PERSON_NEOPLASM_CANCER_STATUS,no
disease,DIAGNOSIS,no
disease,WHO_CLASS,no
disease,INITIAL_DIAGNOSIS_TYPE,no
disease,MDS_TYPE,no
disease,FATTY_LIVER_DISEASE,no
disease,SPECIFIC_DX_AT_INCLUSION,no
disease,CNS_DISEASE,no
disease,EXTRANODAL_DISEASE,no
disease,NON_AML_MDSMPN_DIAGNOSIS_AT_ACQUISITION,no
disease,DIABETES_DIAGNOSIS_INDICATOR,no
disease,DISEASE_EXTENT,no
disease,SPECIFIC_DIAGNOSIS_AT_ACQUISITION,no
disease,RESIDUAL_NODAL_DISEASE,no
disease,HYPERTENSION_DIAGNOSIS,no
disease,DISEASE,no
disease,DIAGNOSIS_AT_INCLUSION,no
disease,DISEASE_ONTOLOGY,no
disease,WHO_CLASSIFICATION,no
disease,MDSMPN_DIAGNOSIS_AT_ACQUISITION,no
disease,DISEASE_CODE,no
disease,SPECIFIC_DIAGNOSIS_AT_INCLUSION,no
cancer_subtype,PATHOLOGY_CLASSIFICATION,no
cancer_subtype,MCRC_TYPE,no
cancer_subtype,PREDOMINANT_HISTOLOGIC_SUBTYPE,no
cancer_subtype,PRIMARY_TUMOR_LOCALIZATION_TYPE,no
cancer_subtype,HISTOLOGY_SUBTYPE,no
cancer_subtype,SUBTYPE_CONSENSUS,no
cancer_subtype,CHRONIC_HEPATITIS_ANY_TYPE,no
cancer_subtype,CANCER_SUBTYPE_CURATED,no
cancer_subtype,MUTATION_PHENOTYPE,no
cancer_subtype,SUBTYPE,no
cancer_subtype,SUBTYPE_GROUP,no
cancer_subtype,HISTOLOGICAL_SUBTYPE,no
cancer_subtype,PAM50_SUBTYPE,no
cancer_subtype,INTEGRATED_PHENOTYPE,no
cancer_subtype,TYPE,no
cancer_subtype,ADENOCARCINOMA_SUBTYPE_WHO2015,no
cancer_subtype,IHC_SUBTYPE,no
cancer_subtype,CYTOLOGICAL_PHENOTYPE,no
cancer_subtype,PRIMARY_MELANOMA_SKIN_TYPE,no
cancer_subtype,INTESTINAL_TYPE_SUBCLASS,no
cancer_subtype,GASTRIC_CLASSIFICATION,no
cancer_subtype,SUBTYPE_ABBREVIATION,no
cancer_subtype,MORPHOLOGY_SUBTYPE,no
cancer_subtype,SUBTYPE_DETAILS,no
cancer_subtype,BREAST_CANCER_SUBTYPE,no
cancer_subtype,HIST_SUBTYPE1,no
cancer_subtype,PRIMARY_TYPE,no
cancer_subtype,TYPE_REFINED,no
cancer_subtype,HIST_SUBTYPE2,no
cancer_subtype,LINEAGE_SUB_SUBTYPE,no
cancer_subtype,DOMINANT_HISTOLOGICAL_SUBTYPE,no
cancer_subtype,LINEAGE_SUBTYPE,no
cancer_subtype,LAUREN_CLASS,no
cancer_subtype,PREDOM_HISTO_SUBTYPE,no
cancer_subtype,CLAUDIN_SUBTYPE,no
specimen_type,SPECIMEN_TYPE,no
specimen_type,SAMPLE_TYPE,no
specimen_type,SAMPLE_CLASS,no
sample_type,SPECIMEN_TYPE,no
sample_type,SAMPLE_TYPE,no
sample_type,SAMPLE_CLASS,no
cancer_type,CANCER_IDENTIFICATION_ILC,no
cancer_type,PATHOLOGICAL_DIAGNOSIS,no
cancer_type,INCIDENTAL_PROSTATE_CANCER,no
cancer_type,CANCER_TYPE,no
cancer_type,HISTOLOGY_DIAGNOSIS,no
cancer_type,CANCER_IDENTIFICATION_IDC,no
cancer_type,CANCER.TYPE,no
cancer_type,PRIMARY_DIAGNOSIS,no
cancer_type,DX_AT_INCLUSION,no
cancer_type,SPECIFIC_DX_AT_ACQUISITION_MDSMPN,no
cancer_type,CANCER_IDENTIFICATION_MIDLC,no
cancer_type,ORIGINAL_DIAGNOSIS_AT_IMPLANT,no
cancer_type_details,CANCER_TYPE_DETAILED,no
cancer_type_details,DETAILED_CANCER_TYPE,no
cancer_type_details,HISTOLOGICAL_TYPE,no
cancer_type_details,GYN_DIAGNOSIS_HISTOLOGY,no
cancer_type_details,DX_ORG_INST,no
cancer_type_details,HISTOLOGICAL_DIAGNOSIS,no
cancer_type_details,INITIAL_DIAGNOSIS_OF_RECURRENT_TUMORS,no
cancer_type_details,SPECIAL_HISTOLOGY,no
location,TUMOR_SAMPLE_PROCUREMENT_COUNTRY,no
location,BIRTH_COUNTRY,no
location,COUNTRY,no
location,PARTICIPANT_COUNTRY,no
location,COUNTRY_OF_ORIGIN,no
location,COUNTRY_OF_PROCUREMENT,no
sex,INCIDENTAL_PROSTATE_CANCER,no
sex,DMETS_DX_OVARY,no
sex,GENDER,no
sex,DMETS_DX_MALE_GENITAL,no
sex,FAMILY_HISTORY_TESTICULAR_CANCER,no
sex,PRD_PROSTATECTOMY,no
sex,SEX,no
sex,DMETS_DX_FEMALE_GENITAL,no
sex,ANYTIME_CANCER_LOC_OVARY,no
sex,METS_SITES_AT_METS_DX_OVARY,no
sex,DIAGNOSIS_CANCER_LOC_OVARY,no
sex,METS_SITES_AT_METS_ABST_OVARY,no
sex,CERVIX_SUV_RESULTS,no
sex,TESTICULAR_INVOLVEMENT,no
sex,TESTIS_TUMOR_MACROEXTENT,no
sex,HISTORY_OF_UNDESCENDED_TESTIS,no
sex,TESTES_SITE_OF_RELAPSE,no
sex,curated_cancer_type,no
vital_status,DFS_STATUS,no
vital_status,CLINICAL_STATUS_AT_COLLECTION_EVENT,no
vital_status,OS_STATUS_IO,no
vital_status,STATUS,no
vital_status,CRDB_SURVIVAL_STATUS,no
vital_status,OS_STATUS_DMT,no
vital_status,HER2_VITAL_STATUS,no
vital_status,SURVIVAL_STATUS,no
vital_status,PFS_STATUS_IO,no
vital_status,DSS_STATUS,no
vital_status,LAST_STATUS,no
vital_status,OS_FROM_PD1I_STATUS,no
vital_status,PFS_STATUS_SORAFENIB_TREATMENT,no
vital_status,PLATINUM_OS_STATUS,no
vital_status,LFS_STATUS,no
vital_status,VITAL_STATUS,no
vital_status,OS_STATUS,no
vital_status,OS_STATUS_SORAFENIB,no
vital_status,RFS_STATUS,no
vital_status,OS_NEO_STATUS,no
treatment_name,TX_BAL101553,no
treatment_name,TX_BI6727 (VOLASERTIB),no
treatment_name,TX_RUXOLITINIB,no
treatment_name,TREATMENT_PROSTATECTOMY,no
treatment_name,PD1_INHIBITOR_CONCURRENTLY_WITH_TEMODAR,no
treatment_name,SURGICAL_PROCEDURE_FIRST,no
treatment_name,INTERFERON_ALPHA,no
treatment_name,NEOADJUVANT_CHEMO,no
treatment_name,SUBSEQUENT_RX,no
treatment_name,TX_CYCLOPHOSPHAMIDE,no
treatment_name,NUMBER_OF_CYCLES_PLATINUM,no
treatment_name,CARBOPLATIN_TX,no
treatment_name,TX_SVV-001,no
treatment_name,PRD_PROSTATECTOMY,no
treatment_name,TX_KPT-330,no
treatment_name,TX_PF-03084014,no
treatment_name,TX_SGN-CD19A,no
treatment_name,TX_ABRAXANE,no
treatment_name,CHEMO_OTHER,no
treatment_name,TX_APLIDIN,no
treatment_name,AGENT,no
treatment_name,PHARM_TX_MITOTANE_ADJUVANT,no
treatment_name,SYSTEMIC_TREATMENT,no
treatment_name,X2YR_ANTHRACYCLINE,no
treatment_name,SURGERY,no
treatment_name,TX_ABT-263,no
treatment_name,FOLIC_ACID_TX,no
treatment_name,PROCEDURE_TYPE,no
treatment_name,TX_HGS-ETR1,no
treatment_name,TREATMENT_DETAIL_BEFORE_PDX,no
treatment_name,TX_AZD-6244,no
treatment_name,TX_GSK690693,no
treatment_name,TX_PCI-32765,no
treatment_name,TX_LAPATINIB,no
treatment_name,METASTASECTOMY,no
treatment_name,BRACHYTHERAPY_TYPE_OTHER,no
treatment_name,PREVIOUS_TREATMENT,no
treatment_name,CHEMO_REGIMEN_CATEGORY,no
treatment_name,X2YR_ANTIHER2,no
treatment_name,TRANSPLANT_TYPE,no
treatment_name,TX_INK128-1110-028,no
treatment_name,PD1_INHIBITOR_CONCURRENTLY_WITH_BEV,no
treatment_name,TX_EC1456,no
treatment_name,ALPELISIB_DOSE,no
treatment_name,TX_VINCRISTINE,no
treatment_name,TMZ_CYCLES,no
treatment_name,PRIOR_TREATMENT,no
treatment_name,CHEMO_FIRST_LINE,no
treatment_name,TX_LENOLIDAMIDE,no
treatment_name,INITIAL_RX,no
treatment_name,TX_CABOZANTINIB (XL-148),no
treatment_name,SURGERY_FOR_POSITIVE_MARGINS_OTHER,no
treatment_name,TX_LY 2606368,no
treatment_name,TYPE_OF_SURGERY,no
treatment_name,NONINVASIVE_BLADDER_CA_TX_TYPE,no
treatment_name,TX_ACTINOMYCIN D,no
treatment_name,TX_STA9090 (GANETESPIB),no
treatment_name,CISPLATIN_TX,no
treatment_name,SURGERY_PROCEDURE,no
treatment_name,ICI,no
treatment_name,PD1_INHIBITOR_CONCURRENTLY_WITH_DC_VAX,no
treatment_name,DEFINITIVE_SURGICAL_PROCEDURE,no
treatment_name,TX_JNJ26481585,no
treatment_name,NEOADJ_CHEMO,no
treatment_name,BRACHYTHERAPY_TYPE,no
treatment_name,FIFTH_LINE,no
treatment_name,PRIMARY_SURGERY,no
treatment_name,TERT_OXALIPLATIN_TX,no
treatment_name,TERT_TOPO_I_INH_TX,no
treatment_name,TX_GSK923295A,no
treatment_name,ANTHRACYCLINE_TX,no
treatment_name,METASTASECTOMY_SITE,no
treatment_name,SURGERY_TYPE,no
treatment_name,TX_E7438/EPZ6438,no
treatment_name,TX_STF-118804,no
treatment_name,TX_CGC(PG)-11047,no
treatment_name,TOPO_I_TX,no
treatment_name,TX_JNJ26854165,no
treatment_name,NOREPINEPHRINE,no
treatment_name,TX_ABT-199,no
treatment_name,DETAILS_FIRST_LINE_COMMENTS,no
treatment_name,PD1_INHIBITOR,no
treatment_name,2L_TREATMENT,no
treatment_name,RADADJUVANTRX,no
treatment_name,TX_17-DMAG,no
treatment_name,TX_CDX-011 (GLEMBATUMUMAB),no
treatment_name,TX_SAR3419,no
treatment_name,3L_TREATMENT,no
treatment_name,ADJUVANT_CHEMO,no
treatment_name,DRUG,no
treatment_name,CRT_CHEMOAGENT,no
treatment_name,PD1_INHIBITOR_CONCURRENTLY_WITH_BCNU/CCNU,no
treatment_name,DOSE_OF_PEMBROLIZUMAB_PER_INJECTION (MG/KG),no
treatment_name,FIRSTLINE_CHEMO_GROUP,no
treatment_name,TX_CYTARABINE,no
treatment_name,FIRST_LINE_MET_TX,no
treatment_name,IO_THERAPY,no
treatment_name,CHEMO_CONCURRENT_TYPE,no
treatment_name,TREATMENT_TYPE,no
treatment_name,PD1_INHIBITOR_WITH_IMATINIB,no
treatment_name,TX_IMC-A12,no
treatment_name,TX_XL147,no
treatment_name,CURRENT_REGIMEN,no
treatment_name,DRUG_AND_DOSE_STEROID_DURING_PD1,no
treatment_name,EPINEPHRINE,no
treatment_name,RADIATION_OTHER,no
treatment_name,TOPO_II_TX,no
treatment_name,TX_PIXANTRONE,no
treatment_name,FIRST_LINE_TREATMENT,no
treatment_name,PRIOR_INTRAVESICAL_CHEMOTHERAPY,no
treatment_name,ANY_LINE_IODINE,no
treatment_name,SURGERY_AT_DX,no
treatment_name,X2YR_FULVESTRANT,no
treatment_name,TX_NSC750854,no
treatment_name,NUMBER_OF_CYCLES_FLUORO-PYRIMIDINE,no
treatment_name,OXALIPLATIN_TX,no
treatment_name,NUM_LINES_IODINE,no
treatment_name,TX_MLN4924,no
treatment_name,PLATINUM_TX,no
treatment_name,TX_TB-403,no
treatment_name,TX_MM-141,no
treatment_name,TX_TAK-701,no
treatment_name,THIRD_LINE,no
treatment_name,ALTERNATE_THERAPY_OTHER,no
treatment_name,TREATMENT_DETAILS,no
treatment_name,NUMBER_OF_CYCLES_PEMBROLIZUMAB,no
treatment_name,TX_PR-104,no
treatment_name,ADJUVANT_HORMONE_THERAPY,no
treatment_name,TERT_CISPLATIN_TX,no
treatment_name,PD1_INHIBITOR_WITH_CELECOXIB,no
treatment_name,TX_RAPAMYCIN,no
treatment_name,TX_SU11248,no
treatment_name,CHEMO_CONCURRENT_TYPE_OTHER,no
treatment_name,TX_BMN-673,no
treatment_name,TX_MK-8242,no
treatment_name,CHEMO_DETAILS,no
treatment_name,RADIATION_TREATMENT_ADJUVANT,no
treatment_name,DX_TYPE,no
treatment_name,IMMUNE_TREATMENT,no
treatment_name,TX_SAHA,no
treatment_name,ADJUVANT_CHEMO_REGIMEN,no
treatment_name,ANDROGEN_DEPRIVATION_THERAPY,no
treatment_name,TX_TOPOTECAN,no
treatment_name,TX_SORAFENIB,no
treatment_name,BREAST_SURGERY,no
treatment_name,CHEMOTHERAPY_PRIOR_SAMPLE_ACQUIRED,no
treatment_name,TX_AZD1480,no
treatment_name,FIRST_LINE_THERAPY,no
treatment_name,TX_VS-4718,no
treatment_name,TX_BMS-354825,no
treatment_name,PHARM_TX_MITOTANE_INDICATOR,no
treatment_name,TX_RO4929097,no
treatment_name,TX_CPX351,no
treatment_name,TX_AZD-2171,no
treatment_name,TX_REG,no
treatment_name,TERT_TOPO_II_INH_TX,no
treatment_name,X2YR_CAPECITABINE,no
treatment_name,NGS_PRIOR_THERAPY,no
treatment_name,OTHER_HYSTERECTOMY_TYPE,no
treatment_name,TX_BORTEZOMIB,no
treatment_name,TX_RG7112,no
treatment_name,TERT_ANTHRACYCLINE_TX,no
treatment_name,PRETREATMENT_HISTORY,no
treatment_name,TX_GS-9820,no
treatment_name,THERAPY_PRIOR_TO_DERIVATION,no
treatment_name,TX_MK-2206,no
treatment_name,HEPATECTOMY,no
treatment_name,TERT_PLATINUM_TX,no
treatment_name,FORMULATION,no
treatment_name,TX_19D12,no
treatment_name,IMMUNOSUPPRESSION,no
treatment_name,HISTORY_IMMUNOSUPPRESIVE_DX,no
treatment_name,X2YR_TAMOXIFEN,no
treatment_name,SURGERY_FOR_POSITIVE_MARGINS,no
treatment_name,TX_SB-715992,no
treatment_name,SORAFENIB_TREATMENT,no
treatment_name,TMZ_TREATMENT,no
treatment_name,TX_ERIBULIN,no
treatment_name,NUMBER_OF_CYCLES_TRASTUZUMAB,no
treatment_name,TX_CISPLATIN,no
treatment_name,TX_SGI-1776,no
treatment_name,PHARM_TX_MITOTANE_FOR_MACRO_DISEASE,no
treatment_name,TX_BMS-754807,no
treatment_name,ALPELISIB_SCHEDULING,no
treatment_name,TX_GENZ-644282,no
treatment_name,HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER,no
treatment_name,INDUCTION,no
treatment_name,TREATMENT_PRIOR_TO_SURGERY_INDICATOR,no
treatment_name,TIMING_OTHER_NOTES,no
treatment_name,FOURTH_LINE,no
treatment_name,TX_CX-5461 (POL1),no
treatment_name,FIRST_SURGICAL_PROCEDURE_OTHER,no
treatment_name,STEROIDS_GT_10MG_DAILY,no
treatment_name,DOPAMINE,no
treatment_name,CHEMOTHERAPY,no
treatment_name,HYSTERECTOMY_TYPE,no
treatment_name,TX_MLN8237,no
treatment_name,TX_TL32711,no
treatment_name,TREATMENT,no
treatment_name,TX_SCH 727965,no
treatment_name,CUMULATIVE_TREATMENT_REGIMENS,no
treatment_name,X2YR_CDK46,no
treatment_name,ENDOCRINE_THERAPY,no
treatment_name,THERAPY,no
treatment_name,PROTOCOL_AND_TREATMENT_ARM,no
treatment_name,CHEMOTHERAPY_AGENTS,no
treatment_name,PD1_INHIBITOR_CONCURRENTLY_WITH_NOVO-TTF,no
treatment_name,TERT_CARBOLATIN_TX,no
treatment_name,TX_TRISENOX(ATO),no
treatment_name,SECOND_LINE_TC_OR_SURGERY,no
treatment_name,NEOADJ_CHEMOAGENT,no
treatment_name,X2YR_AIS,no
treatment_name,TX_CBL0137,no
treatment_name,IO_DRUG,no
treatment_name,TX_AZD8055,no
treatment_name,PD1_INHIBITOR_DRUG,no
treatment_name,MEDICATION,no
treatment_name,TX_FENRETINIDE,no
treatment_type,IPCHEMO_FIRST_CRS,no
treatment_type,POST_SAMPLE_CHEMOTHERAPY,no
treatment_type,RECEIVED_TARGETED_TX,no
treatment_type,STEROIDS_WHEN_STARTED_PD1_INHIBITOR,no
treatment_type,HISTORY_IONIZING_RT_TO_HEAD,no
treatment_type,TREATMENT_PROSTATECTOMY,no
treatment_type,MOST_RECENT_TREATMENT_TYPE,no
treatment_type,HISTORY_NEOADJUVANT_MEDICATION,no
treatment_type,FIRST_THERAPY,no
treatment_type,STEROIDS,no
treatment_type,SURGICAL_PROCEDURE_FIRST,no
treatment_type,SUBSEQUENT_RX,no
treatment_type,NEOADJUVANT_CHEMO,no
treatment_type,THERAPIES,no
treatment_type,PRE_SAMPLE_XRT,no
treatment_type,PRD_PROSTATECTOMY,no
treatment_type,OTHER_CYTOTOXIC_TX,no
treatment_type,PRIOR_TREATMENT_OF_CYTOTOXIC_CHEMOTHERAPY,no
treatment_type,PRD_OTHER_THERAPY,no
treatment_type,SALICYLATES,no
treatment_type,CHEMO_CONCURRENT_REASON_NOT_GIVEN,no
treatment_type,POST_SAMPLE_TARGETED,no
treatment_type,PRD_SURGERY,no
treatment_type,KINASE_INHIBITOR,no
treatment_type,CHEMO_OTHER,no
treatment_type,DOSE_MG_DAY_STEROID_PD1_START,no
treatment_type,X2YR_VEGF_INHIBITOR,no
treatment_type,CHEMOTHERAPY_TYPE,no
treatment_type,PHARM_TX_MITOTANE_ADJUVANT,no
treatment_type,CHEMO_CONCURRENT_FRACTIONS_TOTAL,no
treatment_type,NUM_LINES_CHEMO,no
treatment_type,PRD_HORMONE_THERAPY,no
treatment_type,SYSTEMIC_TREATMENT,no
treatment_type,SURGERY,no
treatment_type,NUM_LINES_HORMONE,no
treatment_type,TX_BET_PRI_MET_SAMPLE_COLLECTION,no
treatment_type,PROCEDURE_TYPE,no
treatment_type,NEOADJUVANT_TREATMENT_DETAILS,no
treatment_type,NUM_LINES_IMMUNO,no
treatment_type,SURGERY_INDICATION,no
treatment_type,NUM_LINES_NTRK,no
treatment_type,TREATMENT_CATEGORY,no
treatment_type,POSTOPERATIVE_TX,no
treatment_type,HISTORY_MENOPAUSAL_HORMONE_THERAPY,no
treatment_type,BRACHYTHERAPY_TYPE_OTHER,no
treatment_type,PREVIOUS_TREATMENT,no
treatment_type,DOSE_OF_RE-IRRADIATION,no
treatment_type,CHEMO_REGIMEN_CATEGORY,no
treatment_type,ANY_LINE_NTRK,no
treatment_type,METASTASECTOMY,no
treatment_type,TRANSPLANT_TYPE,no
treatment_type,PRIOR_MAPK_TX,no
treatment_type,ADC+IMMUNOTHERAPY,no
treatment_type,PRIORRADIATIONFOROTHERCANCER,no
treatment_type,NUM_LINES_TARGETED,no
treatment_type,ADJUVANT_CT,no
treatment_type,PRIOR_TREATMENT,no
treatment_type,ADC_THERAPY,no
treatment_type,RT_TX_REASON_NOT_COMPLETED_OTHER,no
treatment_type,BRACHYTHERAPY_TOTAL_DOSE_POINT_A,no
treatment_type,CHEMO_FIRST_LINE,no
treatment_type,IO_REGIMEN_MONOTHERAPY_VS_COMBINATION,no
treatment_type,CYTOTOXIC_TREATMENT,no
treatment_type,SURGERY_FOR_POSITIVE_MARGINS_OTHER,no
treatment_type,TYPE_OF_SURGERY,no
treatment_type,SURGERY_PROCEDURE,no
treatment_type,RADIATION_THERAPY_XRT_TYPE,no
treatment_type,DEFINITIVE_SURGICAL_PROCEDURE,no
treatment_type,NEOADJ_CHEMO,no
treatment_type,PRD_RADIATION,no
treatment_type,BRACHYTHERAPY_TYPE,no
treatment_type,CYTOTOXIC_TX,no
treatment_type,PRE_SAMPLE_TARGETED,no
treatment_type,PRIMARY_SURGERY,no
treatment_type,TREATED_WITH_ICI,no
treatment_type,X2YR_ALKYLATING_AGENT,no
treatment_type,AGE_AT_CHEMOTHERAPY_START,no
treatment_type,CUMULATIVE_CHEMO,no
treatment_type,ANY_LINE_TARGETED,no
treatment_type,CHEMO_OTHER_CYCLES,no
treatment_type,METASTASECTOMY_SITE,no
treatment_type,POST_MAPK_TX,no
treatment_type,SURGERY_TYPE,no
treatment_type,TERT_MICROTUBULE_TX,no
treatment_type,DRUG_TYPE,no
treatment_type,NEOADJ_CHEMOCYCLES,no
treatment_type,X2YR_TAXANE,no
treatment_type,RADIATION_TYPE_OTHER,no
treatment_type,PRIMARY_RADIATION_THERAPY,no
treatment_type,CHEMO_CONCURRENT_REASON_NOT_OTHER,no
treatment_type,PD1_INHIBITOR,no
treatment_type,NUCLEOSIDE_TX,no
treatment_type,RADADJUVANTRX,no
treatment_type,IMMUNOTHERAPY,no
treatment_type,XRT_TX,no
treatment_type,ALTERNATE_THERAPY,no
treatment_type,ADJUVANT_CHEMO,no
treatment_type,STREOIDS_DURING_PD1_INHIBITOR,no
treatment_type,YEAR_OF_SURGERY,no
treatment_type,MICROTUBULE_TX,no
treatment_type,CRT_CHEMOAGENT,no
treatment_type,FIRSTLINE_CHEMO_GROUP,no
treatment_type,PRIOR_MALIGNANCY_RADIATION_TX,no
treatment_type,RADIOTHERAPY_FRACTIONS,no
treatment_type,TARGET_THERAPY,no
treatment_type,ANY_LINE_IMMUNO,no
treatment_type,SYSTEMIC_THERAPY,no
treatment_type,CHEMO_CYCLES,no
treatment_type,TYPE_INDUCTION_TX,no
treatment_type,AGE_AT_CHEMOTHERAPY_STOP,no
treatment_type,IO_THERAPY,no
treatment_type,TREATMENT_TYPE,no
treatment_type,CHEMO_CONCURRENT_TYPE,no
treatment_type,ABLATION_EMBOLIZATION_TX_ADJUVANT,no
treatment_type,CONCURRENT_CHEMOTHERAPY,no
treatment_type,ANY_LINE_CHEMO,no
treatment_type,RADIATION_THERAPY,no
treatment_type,INTRAVESICAL_TREATMENT,no
treatment_type,ADJUVANT_RADIATION_THERAPY,no
treatment_type,TKI_TREATMENT,no
treatment_type,TERT_IO_TX,no
treatment_type,TERT_OTHER_CYTOTOXIC_TX,no
treatment_type,NEOADJUVANT_XRT,no
treatment_type,PD1_INHIBITOR_CONCURRENTLY_WITH_RE-IRRADIATION,no
treatment_type,SURGERY_DATE_RELATIVE_TO_DX_MONTHS,no
treatment_type,DRUG_AND_DOSE_STEROID_DURING_PD1,no
treatment_type,RADIATION_OTHER,no
treatment_type,TERT_TAXANE_TX,no
treatment_type,SURGICAL_APPROACH_AT_DIAGNOSIS,no
treatment_type,ADJ_XRT,no
treatment_type,PRIOR_ADJUVANT_CHEMO,no
treatment_type,TREATMENT_RADIATION,no
treatment_type,PRIOR_INTRAVESICAL_CHEMOTHERAPY,no
treatment_type,RT_TX_TOTAL_DOSE_TO_PELVIS,no
treatment_type,METASTATIC_RADIATION_THERAPY,no
treatment_type,ADJUVANT_IMMUNOTHERAPY,no
treatment_type,HAD_SURGERY,no
