query,stage,method,match1,match1_score,match1_source,match2,match2_score,match2_source,match3,match3_score,match3_source,match4,match4_score,match4_source,match5,match5_score,match5_source
AGE_AT_SPECIMEN_ACQUISITION,stage2,numeric,age_at_diagnosis,0.7257,,age_at_diagnosis_min,0.6473,,age_at_diagnosis_max,0.6373,,age_at_procurement,0.6369,,age_at_procurement_min,0.5942,
AGE_AT_TCGA_SPECIMEN,stage2,numeric,age_at_diagnosis,0.6337,,age_at_diagnosis_min,0.5905,,age_at_diagnosis_max,0.5758,,age_at_metastasis_max,0.5276,,age_at_metastasis,0.5257,
AGE_D,stage2,numeric,age_at_death,0.6553,,age_at_diagnosis,0.6297,,age_at_procurement,0.6211,,age_at_death_min,0.6073,,age_at_death_max,0.6003,
AGE_IN_DAYS,stage2,numeric,age_at_diagnosis,0.6617,,age_at_death_min,0.6585,,age_at_death,0.6534,,age_at_death_max,0.624,,age_at_diagnosis_min,0.6124,
AGE_RESECTED,stage2,numeric,age_at_death,0.7738,,age_at_diagnosis,0.7389,,age_at_death_min,0.7157,,age_at_death_max,0.6842,,age_at_procurement,0.6733,
AGE_START_IO,stage2,numeric,age_at_metastasis_min,0.6246,,age_at_death_min,0.5995,,age_at_metastasis,0.5993,,age_at_diagnosis_min,0.5961,,age_at_metastasis_max,0.5836,
AGE_TESTING_YEARS,stage2,numeric,age_at_diagnosis,0.7971,,age_at_diagnosis_max,0.7124,,age_at_death,0.6946,,age_at_diagnosis_min,0.6881,,age_at_procurement,0.6877,
AGE_YRS,stage2,numeric,age_at_procurement,0.6664,,age_at_diagnosis,0.666,,age_at_procurement_min,0.6443,,age_at_procurement_max,0.6296,,age_at_death,0.6009,
AGENT,stage3,ontology,treatment_name,1.0,AGENT,,,,,,,,,,,,
ALKYLATING_AGENT,stage2,semantic,treatment_type,0.2433,,treatment_name,0.2267,,treatment_group,0.224,,treatment_end_unit,0.2222,,oncotree_code,0.2186,
ALKYLATING_CHEMOTHERAPY,stage2,semantic,cancer_type_details,0.4295,,cancer_type,0.422,,cancer_status,0.4075,,treatment_name,0.366,,treatment_dose,0.3636,
ALKYLATING_TX,stage2,semantic,oncotree_code,0.2056,,sample_type,0.1754,,sample_type_ontology_term_id,0.1345,,specimen_type_ontology_term_id,0.1261,,location,0.1258,
ALL_TX_AT_MSK,stage2,semantic,location,0.2438,,body_site,0.158,,cancer_status,0.1185,,country,0.1168,,age_at_procurement_max,0.1003,
ALPELISIB_DOSE,stage2,numeric,treatment_dose,0.7285,,treatment_number,0.4526,,treatment_end,0.3306,,treatment_start,0.3258,,treatment_frequency,0.3175,
ALPELISIB_SCHEDULING,stage2,semantic,treatment_duration_unit,0.2216,,treatment_frequency,0.2094,,treatment_duration,0.2088,,treatment_duration_unit_ontology_term_id,0.1976,,treatment_group,0.1958,
ALTERNATE_THERAPY,stage3,value_std,treatment_type,0.5,Chemotherapy,treatment_status,0.5,SURGERY,,,,,,,,,
ALTERNATE_THERAPY_OTHER,stage3,value_std,treatment_type,1.0,vaccine,,,,,,,,,,,,
ANATOMICAL_SUBTYPE,stage2,semantic,cancer_subtype,0.5449,,cancer_subtype_ontology_term_id,0.4666,,specimen_type,0.4181,,specimen_type_ontology_term_id,0.4037,,cancer_type_details,0.3773,
ANCESTRY_PRIMARY,stage2,semantic,ancestry,0.7834,,ancestry_details,0.7192,,ancestry_ontology_term_id,0.652,,ancestry_details_ontology_term_id,0.6422,,country_ontology_term_id,0.3404,
ANDROGEN_DEPRIVATION_THERAPY,stage3,ontology,treatment_name,1.0,ANDROGEN_DEPRIVATION_THERAPY,,,,,,,,,,,,
ANTHRACYCLINE_TX,stage2,semantic,treatment_name,0.3825,,treatment_group,0.3273,,treatment_dose,0.3262,,cancer_type,0.3256,,treatment_number,0.3171,
ANTIMETABOLITE_TX,stage2,semantic,treatment_type,0.1875,,treatment_name,0.1768,,cancer_type,0.1702,,treatment_no,0.1691,,treatment_not_applicable,0.1603,
ANY_LINE_CHEMO,stage2,semantic,cancer_type,0.4078,,cancer_type_details,0.3516,,cancer_status,0.3231,,treatment_no,0.3224,,cancer_subtype,0.3147,
ANY_LINE_HORMONE,stage2,semantic,body_site,0.2926,,treatment_end_unit,0.231,,treatment_group,0.2257,,treatment_type,0.2203,,treatment_name,0.2186,
ANY_LINE_IMMUNO,stage2,semantic,cancer_type,0.3204,,cancer_type_details,0.3112,,disease,0.2987,,treatment_no,0.296,,treatment_type,0.2908,
ANY_LINE_IODINE,stage2,semantic,treatment_no,0.2701,,treatment_dose_unit,0.2552,,treatment_end_unit,0.2524,,treatment_number_unit,0.2505,,sample_type,0.2496,
ANY_LINE_NTRK,stage2,semantic,sex,0.2388,,location,0.1726,,treatment_no,0.1675,,body_site,0.1569,,treatment_start,0.142,
ANY_LINE_TARGETED,stage2,semantic,target_condition,0.4156,,location,0.2291,,sample_type,0.2285,,sex,0.1881,,target_condition_ontology_term_id,0.1866,
ANY_THERAPY_2YRS,stage2,semantic,treatment_start,0.5348,,treatment_name,0.5341,,treatment_no,0.5336,,treatment_not_provided,0.5273,,treatment_type,0.5131,
ANYTIME_CANCER_LOC_OVARY,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
BIOPSY_SITE,stage3,ontology,body_site,1.0,BIOPSY_SITE,,,,,,,,,,,,
BIRTH_COUNTRY,stage3,value_std,country,1.0,UKRAINE,,,,,,,,,,,,
BRACHYTHERAPY_TOTAL_DOSE_POINT_A,stage2,numeric,treatment_dose,0.7725,,treatment_number,0.5502,,treatment_frequency,0.4057,,treatment_duration,0.4016,,treatment_end,0.3761,
BRACHYTHERAPY_TYPE,stage2,semantic,treatment_type,0.6334,,treatment_name,0.5372,,treatment_dose,0.4526,,treatment_no,0.4502,,treatment_status,0.4352,
BRACHYTHERAPY_TYPE_OTHER,stage2,semantic,treatment_type,0.6295,,treatment_name,0.5406,,treatment_no,0.4818,,treatment_dose,0.4469,,treatment_reason,0.4268,
BREAST_SURGERY,stage3,value_std,treatment_type,1.0,MASTECTOMY,,,,,,,,,,,,
CALC_TREATMENT_NAIVE,stage2,semantic,treatment_dose_unit,0.4567,,treatment_dose,0.44,,treatment_number,0.4193,,treatment_name,0.4165,,treatment_status,0.4067,
CANCER.TYPE,stage1,std_exact,cancer_type,1.0,,,,,,,,,,,,,
CANCER_SUBTYPE_CURATED,stage3,ontology,cancer_type,1.0,CANCER_SUBTYPE_CURATED,disease,1.0,CANCER_SUBTYPE_CURATED,cancer_type_details,1.0,CANCER_SUBTYPE_CURATED,,,,,,
CANCER_TYPE,stage1,std_exact,cancer_type,1.0,,,,,,,,,,,,,
CANCER_TYPE_DETAILED,stage1,std_fuzzy,cancer_type_details,0.9231,,,,,,,,,,,,,
CARBOPLATIN_TX,stage2,semantic,treatment_group,0.2838,,treatment_name,0.2786,,cancer_type,0.2492,,treatment_no,0.2411,,location,0.2364,
CERVIX_SUV_RESULTS,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
CHEMO_CONCURRENT_COURSE,stage2,semantic,treatment_group,0.3565,,study_design,0.3321,,treatment_notes,0.3196,,treatment_not_collected,0.3077,,cancer_type,0.3017,
CHEMO_CONCURRENT_DOSE,stage2,semantic,treatment_dose,0.6248,,treatment_dose_unit,0.5749,,treatment_frequency,0.4877,,treatment_duration,0.4698,,treatment_duration_unit,0.4169,
CHEMO_CONCURRENT_FRACTIONS_TOTAL,stage2,semantic,treatment_dose,0.3241,,treatment_frequency,0.3162,,treatment_dose_unit,0.3094,,treatment_number,0.2889,,treatment_number_unit,0.2718,
CHEMO_CONCURRENT_REASON_NOT_GIVEN,stage2,semantic,treatment_reason,0.4815,,treatment_not_applicable,0.3597,,treatment_not_collected,0.3449,,treatment_not_provided,0.3374,,treatment_reason_ontology_term_id,0.3127,
CHEMO_CONCURRENT_REASON_NOT_OTHER,stage2,semantic,treatment_reason,0.5056,,treatment_not_applicable,0.3231,,treatment_reason_ontology_term_id,0.3184,,treatment_not_collected,0.3045,,treatment_not_provided,0.3038,
CHEMO_CONCURRENT_TYPE,stage3,ontology,treatment_name,1.0,CHEMO_CONCURRENT_TYPE,,,,,,,,,,,,
CHEMO_CONCURRENT_TYPE_OTHER,stage2,semantic,cancer_type,0.4831,,treatment_type,0.4563,,cancer_type_details,0.4368,,cancer_subtype,0.4012,,cancer_type_details_ontology_term_id,0.3416,
CHEMO_CYCLES,stage2,semantic,cancer_type,0.3404,,cancer_type_details,0.3191,,cancer_status,0.3158,,age_at_metastasis,0.3151,,cancer_subtype,0.3132,
CHEMO_DETAILS,stage2,semantic,cancer_type_details,0.5771,,cancer_status,0.5278,,cancer_type,0.5088,,cancer_subtype,0.4354,,treatment_name,0.387,
CHEMO_FIRST_LINE,stage2,semantic,cancer_type,0.3865,,treatment_start,0.3697,,cancer_type_details,0.3506,,cancer_status,0.35,,cancer_subtype,0.3236,
CHEMO_OTHER,stage3,ontology,treatment_name,1.0,CHEMO_OTHER,,,,,,,,,,,,
CHEMO_OTHER_CYCLES,stage2,semantic,cancer_type,0.35,,cancer_type_details,0.3272,,cancer_subtype,0.3236,,age_at_metastasis,0.3088,,cancer_status,0.2968,
CHEMO_REGIMEN_CATEGORY,stage3,value_std,treatment_type,1.0,Other: surveillance,,,,,,,,,,,,
CHEMO_TX,stage2,semantic,cancer_type,0.3791,,treatment_group,0.3591,,location,0.3565,,cancer_status,0.3542,,treatment_name,0.333,
CHEMOTHERAPY,stage3,ontology,treatment_name,1.0,CHEMOTHERAPY,,,,,,,,,,,,
CHEMOTHERAPY+IMMUNOTHERAPY,stage2,semantic,cancer_status,0.4453,,treatment_name,0.4403,,cancer_type,0.4387,,treatment_type,0.4329,,treatment_dose,0.4295,
CHEMOTHERAPY_AGENTS,stage3,value_std,treatment_type,1.0,Everolimus,,,,,,,,,,,,
CHEMOTHERAPY_PRIOR_SAMPLE_ACQUIRED,stage3,ontology,treatment_name,1.0,CHEMOTHERAPY_PRIOR_SAMPLE_ACQUIRED,,,,,,,,,,,,
CHEMOTHERAPY_TYPE,stage2,semantic,cancer_type,0.7199,,cancer_type_details,0.6763,,treatment_type,0.6452,,cancer_status,0.5443,,cancer_subtype,0.5427,
CHRONIC_HEPATITIS_ANY_TYPE,stage2,semantic,treatment_type,0.3744,,cancer_type,0.3709,,disease,0.3202,,treatment_no,0.3139,,cancer_type_details,0.29,
CISPLATIN_TX,stage2,semantic,treatment_name,0.3026,,treatment_group,0.2921,,cancer_type,0.2855,,cancer_status,0.276,,cancer_type_details,0.2726,
CLAUDIN_SUBTYPE,stage3,value_std,location,1.0,NC,,,,,,,,,,,,
CLINICAL_STATUS_AT_COLLECTION_EVENT,stage3,value_std,vital_status,1.0,ALIVE,,,,,,,,,,,,
CNS_DISEASE,stage2,semantic,disease,0.5296,,disease_ontology_term_id,0.3695,,age_at_diagnosis,0.3087,,age_at_diagnosis_max,0.2671,,age_at_diagnosis_min,0.2664,
COMPLETED_RADIATION_DOSE,stage2,semantic,treatment_dose_unit,0.6348,,treatment_dose,0.6307,,treatment_status,0.4358,,cancer_status,0.409,,treatment_dose_unit_ontology_term_id,0.4042,
COMPLETED_TOTAL_RADIATION_DOSE,stage2,semantic,treatment_dose,0.6198,,treatment_dose_unit,0.6186,,treatment_status,0.4225,,treatment_duration_unit,0.3996,,treatment_duration,0.3964,
CONCURRENT_CHEMOTHERAPY,stage2,semantic,cancer_status,0.4688,,treatment_duration,0.4461,,treatment_dose,0.4424,,treatment_status,0.4326,,cancer_type,0.4175,
COUNTRY,stage1,std_exact,country,1.0,,,,,,,,,,,,,
COUNTRY_OF_ORIGIN,stage3,value_std,country,1.0,BULGARIA,,,,,,,,,,,,
COUNTRY_OF_PROCUREMENT,stage3,value_std,country,1.0,UKRAINE,,,,,,,,,,,,
CRDB_PRIOR_RX,stage2,semantic,treatment_start_unit_ontology_term_id,0.206,,target_condition_ontology_term_id,0.2019,,treatment_dose_unit_ontology_term_id,0.1891,,treatment_end_unit_ontology_term_id,0.1866,,treatment_number_unit_ontology_term_id,0.1843,
CRDB_SURVIVAL_STATUS,stage3,value_std,vital_status,1.0,DEAD,,,,,,,,,,,,
CRDB_TREATMENT_END_DAYS,stage2,numeric,treatment_duration,0.6933,,treatment_end,0.6579,,treatment_start,0.6098,,treatment_frequency,0.5903,,treatment_number,0.3934,
CRT_CHEMOAGENT,stage3,ontology,treatment_name,1.0,CRT_CHEMOAGENT,,,,,,,,,,,,
CUMULATIVE_CHEMO,stage2,semantic,treatment_dose,0.4006,,treatment_dose_unit,0.4003,,cancer_type,0.3996,,cancer_status,0.3975,,treatment_group,0.3833,
CUMULATIVE_TREATMENT_REGIMEN_COUNT,stage2,numeric,treatment_dose,0.7178,,treatment_frequency,0.7012,,treatment_number,0.6855,,treatment_duration,0.6235,,treatment_start,0.4826,
CUMULATIVE_TREATMENT_REGIMENS,stage3,ontology,treatment_name,1.0,CUMULATIVE_TREATMENT_REGIMENS,,,,,,,,,,,,
CUMULATIVE_TREATMENT_STAGE_COUNT,invalid,stage_column,,,,,,,,,,,,,,,
CUMULATIVE_TREATMENT_STAGES,invalid,stage_column,,,,,,,,,,,,,,,
CUMULATIVE_TREATMENT_TYPE_COUNT,stage2,numeric,treatment_frequency,0.6418,,treatment_number,0.6049,,treatment_dose,0.5344,,treatment_duration,0.5222,,treatment_end,0.4397,
CUMULATIVE_TREATMENT_TYPES,stage3,value_std,treatment_type,1.0,Targeted Therapy - Other,,,,,,,,,,,,
curated_cancer_type,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
CURRENT_CYCLE,stage2,numeric,treatment_dose,0.2504,,treatment_frequency,0.1658,,treatment_duration,0.1006,,age_at_death,0.0978,,treatment_end,0.0952,
CURRENT_REGIMEN,stage3,value_std,treatment_type,1.0,Donor Lymphocyte Infusion,,,,,,,,,,,,
CYCLES_COMPLETED,stage2,semantic,sex,0.3086,,treatment_end,0.3053,,location,0.3011,,treatment_status,0.2706,,treatment_no,0.2593,
CYCLES_ON_THERAPY,stage2,numeric,treatment_frequency,0.5632,,treatment_dose,0.5193,,treatment_end,0.5189,,treatment_duration,0.5187,,treatment_start,0.5182,
CYTOLOGICAL_PHENOTYPE,stage3,ontology,body_site,1.0,CYTOLOGICAL_PHENOTYPE,,,,,,,,,,,,
CYTOTOXIC_TREATMENT,stage2,semantic,treatment_name,0.5159,,treatment_dose,0.4937,,treatment_type,0.4782,,treatment_no,0.4591,,treatment_end,0.4428,
CYTOTOXIC_TX,stage2,semantic,cancer_type_details,0.3632,,cancer_type,0.3589,,cancer_status,0.3545,,treatment_name,0.3235,,cancer_subtype,0.3001,
DEFINITIVE_SURGICAL_PROCEDURE,stage2,semantic,treatment_no,0.371,,treatment_end,0.3595,,treatment_status,0.3501,,treatment_not_provided,0.3303,,treatment_end_unit,0.329,
DETAILED_CANCER_TYPE,stage1,std_fuzzy,cancer_type_details,0.9231,,,,,,,,,,,,,
DETAILED_PRIMARY_SITE,stage3,ontology,body_site,1.0,DETAILED_PRIMARY_SITE,,,,,,,,,,,,
DETAILS_FIRST_LINE_COMMENTS,stage3,value_std,treatment_type,1.0,active surveillance,,,,,,,,,,,,
DFS_STATUS,stage2,semantic,cancer_status,0.3058,,treatment_status,0.3053,,cancer_status_ontology_term_id,0.2417,,treatment_status_ontology_term_id,0.2197,,vital_status_ontology_term_id,0.1898,
DIABETES_DIAGNOSIS_INDICATOR,stage2,semantic,age_at_diagnosis,0.2705,,cancer_status_ontology_term_id,0.268,,cancer_status,0.2619,,disease_ontology_term_id,0.2533,,disease,0.2458,
DIAGNOSIS,stage3,ontology,cancer_type,1.0,DIAGNOSIS,disease,1.0,DIAGNOSIS,cancer_type_details,1.0,DIAGNOSIS,,,,,,
DIAGNOSIS.AGE,stage2,numeric,age_at_diagnosis,1.1314,,age_at_diagnosis_max,1.0165,,age_at_diagnosis_min,1.0033,,age_at_metastasis,0.7034,,age_at_metastasis_min,0.6999,
DIAGNOSIS_CANCER_BONE,stage2,semantic,cancer_type_details,0.5693,,cancer_status,0.5256,,cancer_type,0.5035,,cancer_subtype,0.4572,,cancer_status_ontology_term_id,0.3552,
DIAGNOSIS_CANCER_LOC_AXILLARY_LN,stage2,semantic,cancer_type_details,0.4423,,cancer_subtype,0.4401,,cancer_status,0.4077,,cancer_type,0.3995,,cancer_subtype_ontology_term_id,0.3818,
DIAGNOSIS_CANCER_LOC_BRAIN,stage2,semantic,cancer_type_details,0.5539,,cancer_status,0.5194,,cancer_type,0.4996,,cancer_subtype,0.4895,,cancer_type_details_ontology_term_id,0.4181,
DIAGNOSIS_CANCER_LOC_BREAST,stage2,semantic,cancer_status,0.5025,,cancer_type_details,0.4964,,cancer_subtype,0.4554,,cancer_type,0.4475,,cancer_status_ontology_term_id,0.3528,
DIAGNOSIS_CANCER_LOC_CHEST_WALL,stage2,semantic,cancer_type_details,0.4372,,cancer_status,0.4326,,cancer_type,0.3811,,cancer_status_ontology_term_id,0.3385,,cancer_subtype,0.3378,
DIAGNOSIS_CANCER_LOC_LIVER,stage2,semantic,cancer_status,0.4975,,cancer_type_details,0.4775,,cancer_type,0.4225,,cancer_subtype,0.4138,,cancer_status_ontology_term_id,0.3804,
DIAGNOSIS_CANCER_LOC_LUNG,stage2,semantic,cancer_type_details,0.5051,,cancer_status,0.4777,,cancer_type,0.4483,,cancer_subtype,0.4221,,cancer_status_ontology_term_id,0.3874,
DIAGNOSIS_CANCER_LOC_OTHER_LN,stage2,semantic,cancer_type_details,0.5388,,cancer_status,0.5109,,cancer_type,0.4955,,cancer_subtype,0.4856,,cancer_status_ontology_term_id,0.4456,
DIAGNOSIS_CANCER_LOC_OVARY,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
DIAGNOSIS_CANCER_LOC_PLEURAL_EFFUSION,stage2,semantic,cancer_type_details,0.4031,,cancer_status,0.3587,,cancer_type,0.3532,,cancer_subtype,0.3045,,cancer_type_details_ontology_term_id,0.2669,
DIAGNOSIS_CANCER_LOC_SKIN,stage2,semantic,cancer_type_details,0.5248,,cancer_status,0.5113,,cancer_type,0.4614,,cancer_subtype,0.4437,,cancer_status_ontology_term_id,0.3989,
DISEASE,stage1,std_exact,disease,1.0,,,,,,,,,,,,,
DISEASE_CODE,stage2,semantic,disease,0.6226,,disease_ontology_term_id,0.5197,,age_at_diagnosis,0.4061,,age_at_diagnosis_max,0.3955,,treatment_number,0.3396,
DISEASE_EXTENT,stage3,ontology,cancer_type,1.0,DISEASE_EXTENT,disease,1.0,DISEASE_EXTENT,cancer_type_details,1.0,DISEASE_EXTENT,,,,,,
DISEASE_MULTIFOCAL_INDICATOR,stage2,semantic,disease,0.4499,,disease_ontology_term_id,0.449,,age_at_diagnosis,0.3655,,cancer_status_ontology_term_id,0.3645,,age_at_diagnosis_max,0.3498,
DISEASE_ONTOLOGY,stage3,ontology,cancer_type,1.0,DISEASE_ONTOLOGY,disease,1.0,DISEASE_ONTOLOGY,cancer_type_details,1.0,DISEASE_ONTOLOGY,,,,,,
DMETS_DX_FEMALE_GENITAL,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
DMETS_DX_MALE_GENITAL,stage3,value_std,sex,1.0,MALE,,,,,,,,,,,,
DMETS_DX_OVARY,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
DOMINANT_HISTOLOGICAL_SUBTYPE,stage2,semantic,cancer_subtype,0.5122,,cancer_subtype_ontology_term_id,0.3931,,cancer_type_details,0.3838,,cancer_type,0.379,,cancer_type_details_ontology_term_id,0.3048,
