query,stage,method,match1,match1_score,match1_source,match2,match2_score,match2_source,match3,match3_score,match3_source,match4,match4_score,match4_source,match5,match5_score,match5_source
AGE_AT_SEQ_REPORTED_YEARS,stage2,numeric,age_at_diagnosis,0.7592,age_at_index,age_at_procurement,0.6914,age_at_sample_collection,age_at_diagnosis_max,0.6537,,age_at_diagnosis_min,0.6209,,age_at_metastasis_max,0.6065,
AGE_AT_SEQUENCING,stage2,numeric,age_at_procurement,0.7882,age_at_sample_collection,age_at_diagnosis,0.7242,index_age,age_at_diagnosis_min,0.671,,age_at_diagnosis_max,0.6506,,age_at_metastasis_min,0.6391,
AGE_AT_SPECIMEN_ACQUISITION,stage2,numeric,age_at_procurement,0.8667,age_at_sample_collection,age_at_diagnosis,0.7257,,age_at_diagnosis_min,0.6473,,age_at_diagnosis_max,0.6373,,age_at_procurement_min,0.5942,
AGE_AT_TCGA_SPECIMEN,stage2,numeric,age_at_procurement,0.6405,age_at_sample_collection,age_at_diagnosis,0.6337,,age_at_diagnosis_min,0.5905,,age_at_diagnosis_max,0.5758,,age_at_metastasis_max,0.5276,
AGE_D,stage2,numeric,age_at_death,0.7218,age_when_died,age_at_procurement,0.6875,sample_age,age_at_diagnosis,0.6297,,age_at_death_min,0.6073,,age_at_death_max,0.6003,
AGE_IN_DAYS,stage2,numeric,age_at_death,0.8952,days_to_death_age,age_at_procurement,0.6848,ageatprocurement,age_at_diagnosis,0.6802,age_diagnosis,age_at_death_min,0.6585,,age_at_death_max,0.624,
AGE_RESECTED,stage2,numeric,age_at_procurement,0.9023,age_at_resection,age_at_death,0.8219,age_when_died,age_at_diagnosis,0.8055,age_diagnosis,age_at_death_min,0.7157,,age_at_death_max,0.6842,
AGE_START_IO,stage2,numeric,age_at_metastasis,0.6448,age_at_first_metastasis,age_at_diagnosis,0.6351,age_at_index,age_at_metastasis_min,0.6246,,age_at_death_min,0.5995,,age_at_diagnosis_min,0.5961,
AGE_TESTING_YEARS,stage2,numeric,age_at_procurement,0.8543,sample_age,age_at_diagnosis,0.8038,age_diagnosis,age_at_diagnosis_max,0.7124,,age_at_death,0.6946,,age_at_diagnosis_min,0.6881,
AGE_YRS,stage2,numeric,age_at_death,0.723,age_when_died,age_at_procurement,0.711,age_at_collection,age_at_diagnosis,0.666,,age_at_procurement_min,0.6443,,age_at_procurement_max,0.6296,
AGENT,stage1,alias_exact,treatment_name,1.0,agent,,,,,,,,,,,,
ALKYLATING_AGENT,stage2,semantic,treatment_name,0.4985,agent,specimen_type,0.33,sample material,treatment_group,0.2546,control group,treatment_dose,0.2503,dose per administration,treatment_type,0.2433,
ALKYLATING_CHEMOTHERAPY,stage2,semantic,treatment_name,0.7705,chemotherapy,cancer_type,0.4582,cancer,cancer_subtype,0.4465,cancer type detailed,cancer_type_details,0.4295,,cancer_status,0.4179,tumor status
ALKYLATING_TX,stage2,semantic,treatment_notes,0.3331,free text,sampleId,0.2879,sample code,oncotree_code,0.2706,tumor type code,country,0.2467,country code,studyId,0.2268,study code
ALL_TX_AT_MSK,stage2,semantic,location,0.2438,,body_site,0.2416,primary site,cancer_status,0.2366,status,treatment_status,0.2366,status,patientId,0.2249,pt id
ALPELISIB_DOSE,stage2,numeric,treatment_dose,0.7731,medication_dose,treatment_number,0.4526,,treatment_end,0.3306,,treatment_start,0.3258,,treatment_frequency,0.3175,
ALPELISIB_SCHEDULING,stage2,semantic,treatment_frequency,0.5018,administration schedule,treatment_status,0.3624,concurrent,treatment_number,0.3352,treatment cycle,treatment_end,0.3163,completion date,treatment_group,0.3134,treatment assignment
ALTERNATE_THERAPY,stage3,value_std,treatment_type,0.5,Chemotherapy,treatment_status,0.5,SURGERY,,,,,,,,,
ALTERNATE_THERAPY_OTHER,stage3,value_std,treatment_type,1.0,vaccine,,,,,,,,,,,,
ANATOMICAL_SUBTYPE,stage2,semantic,cancer_subtype,0.7226,pathological subtype,sex,0.6745,anatomical sex,body_site,0.6724,anatomical site,cancer_subtype_ontology_term_id,0.4666,,specimen_type,0.4181,
ANCESTRY_PRIMARY,stage2,semantic,ancestry_details,0.7936,specific ancestry,ancestry,0.7834,,ancestry_ontology_term_id,0.652,,ancestry_details_ontology_term_id,0.6422,,country_ontology_term_id,0.3404,
ANDROGEN_DEPRIVATION_THERAPY,stage3,ontology,treatment_name,1.0,ANDROGEN_DEPRIVATION_THERAPY,,,,,,,,,,,,
ANTHRACYCLINE_TX,stage2,semantic,treatment_name,0.4767,drug name,treatment_number,0.3946,dose number,treatment_group,0.3273,,treatment_dose,0.3262,,cancer_type,0.3256,
ANTIMETABOLITE_TX,stage2,semantic,specimen_type,0.2981,biospecimen type,age_at_metastasis,0.2805,ageatmetastasis,treatment_name,0.2649,compound,cancer_type,0.2332,tumor type,sample_type,0.2332,tumor type
ANY_LINE_CHEMO,stage2,semantic,treatment_name,0.5846,chemotherapy,treatment_number,0.5485,treatment line,cancer_type,0.4078,,cancer_type_details,0.3516,,cancer_status,0.3231,
ANY_LINE_HORMONE,stage2,semantic,treatment_number,0.517,treatment line,target_condition,0.3108,phenotype,sex,0.3055,phenotypic sex,treatment_name,0.2981,medication,body_site,0.2926,
ANY_LINE_IMMUNO,stage2,semantic,treatment_name,0.5885,immunotherapy,treatment_number,0.5626,treatment line,cancer_type,0.3623,disease code,disease,0.3623,disease code,oncotree_code,0.3623,disease code
ANY_LINE_IODINE,stage2,semantic,treatment_number,0.4227,treatment line,sample_count,0.2926,num samples,treatment_name,0.2911,compound,specimen_type,0.288,sample material,treatment_dose,0.2786,dosage
ANY_LINE_NTRK,stage2,semantic,treatment_number,0.5385,line number,treatment_notes,0.3091,free text,sampleId,0.2589,sample code,vital_status,0.2511,alive dead,treatment_status,0.2464,sequential
ANY_LINE_TARGETED,stage2,semantic,treatment_number,0.5238,line number,target_condition,0.4156,,treatment_name,0.3834,targeted therapy,treatment_reason,0.2843,indication,treatment_status,0.2741,response
ANY_THERAPY_2YRS,stage2,semantic,treatment_name,0.7401,therapy,treatment_type,0.7122,therapy approach,treatment_notes,0.6557,therapy description,treatment_number,0.6407,therapy cycle,treatment_reason,0.6385,therapy phase
ANYTIME_CANCER_LOC_OVARY,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
BIOPSY_SITE,stage1,alias_exact,body_site,1.0,biopsy_site,,,,,,,,,,,,
BIRTH_COUNTRY,stage3,value_std,country,1.0,UKRAINE,,,,,,,,,,,,
BRACHYTHERAPY_TOTAL_DOSE_POINT_A,stage2,numeric,treatment_dose,0.8215,therapy_dose,treatment_number,0.5502,,treatment_frequency,0.4057,,treatment_duration,0.4016,,treatment_end,0.3761,
BRACHYTHERAPY_TYPE,stage2,semantic,treatment_type,0.667,therapy type,treatment_name,0.5422,therapy name,treatment_dose,0.5354,therapy dose,treatment_status,0.5306,therapy status,treatment_reason,0.5256,therapy indication
BRACHYTHERAPY_TYPE_OTHER,stage2,semantic,treatment_type,0.6708,therapy type,treatment_name,0.5436,therapy name,treatment_dose,0.5301,therapy dose,treatment_reason,0.5243,therapy indication,treatment_status,0.522,therapy status
BREAST_SURGERY,stage3,value_std,treatment_type,1.0,MASTECTOMY,,,,,,,,,,,,
CALC_TREATMENT_NAIVE,stage2,semantic,treatment_reason,0.4587,treatment indication,treatment_duration,0.4582,treatment interval,treatment_frequency,0.4582,treatment interval,treatment_dose_unit,0.4567,,treatment_group,0.4436,treatment assignment
CANCER.TYPE,stage1,std_exact,cancer_type,1.0,,,,,,,,,,,,,
CANCER_SUBTYPE_CURATED,stage3,ontology,cancer_type,1.0,CANCER_SUBTYPE_CURATED,disease,1.0,CANCER_SUBTYPE_CURATED,cancer_type_details,1.0,CANCER_SUBTYPE_CURATED,,,,,,
CANCER_TYPE,stage1,std_exact,cancer_type,1.0,,,,,,,,,,,,,
CANCER_TYPE_DETAILED,stage1,alias_exact,cancer_subtype,1.0,cancer_type_detailed,,,,,,,,,,,,
CARBOPLATIN_TX,stage2,semantic,treatment_name,0.3668,drug name,cancer_type,0.3133,cancer category,treatment_type,0.3011,drug class,specimen_type,0.2978,biospecimen type,sampleId,0.2944,biospecimen id
CERVIX_SUV_RESULTS,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
CHEMO_CONCURRENT_COURSE,stage2,semantic,treatment_status,0.5273,concurrent,treatment_name,0.5135,chemotherapy,treatment_duration,0.4913,treatment course duration,treatment_type,0.4368,therapeutic class,treatment_number,0.3923,course number
CHEMO_CONCURRENT_DOSE,stage2,semantic,treatment_dose,0.6748,cumulative dose,treatment_number,0.6186,number of doses,treatment_frequency,0.5909,dose frequency,treatment_dose_unit,0.5749,,treatment_duration,0.4698,
CHEMO_CONCURRENT_FRACTIONS_TOTAL,stage2,semantic,treatment_name,0.4235,chemotherapy,treatment_status,0.4037,concurrent,treatment_frequency,0.3965,dosing interval,treatment_dose,0.3824,treatment dosage,treatment_number,0.3802,treatment count
CHEMO_CONCURRENT_REASON_NOT_GIVEN,stage2,semantic,treatment_status,0.5976,concurrent,treatment_name,0.4837,chemotherapy,treatment_reason,0.4815,,treatment_number,0.4115,treatment cycle,treatment_not_applicable,0.3597,
CHEMO_CONCURRENT_REASON_NOT_OTHER,stage2,semantic,treatment_status,0.5713,concurrent,treatment_reason,0.5056,,treatment_name,0.5034,chemotherapy,treatment_number,0.4129,treatment cycle,treatment_type,0.3478,treatment modality
CHEMO_CONCURRENT_TYPE,stage3,ontology,treatment_name,1.0,CHEMO_CONCURRENT_TYPE,,,,,,,,,,,,
CHEMO_CONCURRENT_TYPE_OTHER,stage2,semantic,treatment_status,0.5402,concurrent,treatment_name,0.5312,chemotherapy,cancer_type,0.4831,,cancer_type_details,0.4598,cancer type description,treatment_type,0.4563,
CHEMO_CYCLES,stage2,semantic,treatment_number,0.5872,cycle,treatment_name,0.5738,chemotherapy,treatment_duration,0.407,treatment period,cancer_type,0.4045,cancer,body_site,0.3942,cancer site
CHEMO_DETAILS,stage2,semantic,treatment_name,0.7442,chemotherapy,cancer_type_details,0.5955,cancer description,cancer_type,0.5642,cancer,cancer_subtype,0.5566,cancer type detailed,cancer_status,0.5278,
CHEMO_FIRST_LINE,stage2,semantic,treatment_name,0.5888,chemotherapy,treatment_number,0.4835,treatment line,cancer_type,0.4455,cancer,cancer_type_details,0.4176,cancer description,oncotree_code,0.3906,cancer type code
CHEMO_OTHER,stage3,ontology,treatment_name,1.0,CHEMO_OTHER,,,,,,,,,,,,
CHEMO_OTHER_CYCLES,stage2,semantic,treatment_name,0.574,chemotherapy,treatment_number,0.5654,treatment cycle,treatment_duration,0.3874,treatment period,cancer_type,0.3797,cancer,cancer_type_details,0.3272,
CHEMO_REGIMEN_CATEGORY,stage3,value_std,treatment_type,1.0,Other: surveillance,,,,,,,,,,,,
CHEMO_TX,stage2,semantic,treatment_name,0.5648,chemotherapy,cancer_status,0.4659,cancer state,body_site,0.4473,cancer site,location,0.4042,treatment center,country,0.4009,patient country
CHEMOTHERAPY,stage1,alias_exact,treatment_name,1.0,chemotherapy,,,,,,,,,,,,
CHEMOTHERAPY+IMMUNOTHERAPY,stage2,semantic,treatment_name,0.7807,chemotherapy,cancer_type,0.4582,cancer,cancer_status,0.4573,tumor status,sample_type,0.4573,tumor status,treatment_type,0.4329,
CHEMOTHERAPY_AGENTS,stage3,value_std,treatment_type,1.0,Everolimus,,,,,,,,,,,,
CHEMOTHERAPY_PRIOR_SAMPLE_ACQUIRED,stage3,ontology,treatment_name,1.0,CHEMOTHERAPY_PRIOR_SAMPLE_ACQUIRED,,,,,,,,,,,,
CHEMOTHERAPY_TYPE,stage2,semantic,treatment_name,0.8965,chemotherapy,cancer_type,0.7199,,sample_type,0.6834,tumor type,cancer_subtype,0.6815,cancer type detailed,cancer_type_details,0.6763,
CHRONIC_HEPATITIS_ANY_TYPE,stage2,semantic,cancer_type,0.4824,disease type,disease,0.4824,disease type,cancer_status,0.4059,disease status,sample_type,0.4059,disease status,cancer_subtype,0.3783,disease subtype
CISPLATIN_TX,stage2,semantic,treatment_name,0.4156,chemotherapy,patientId,0.3756,pt id,location,0.3327,facility,oncotree_code,0.3295,tumor type code,cancer_type,0.3123,tumor type
CLAUDIN_SUBTYPE,stage3,value_std,location,1.0,NC,,,,,,,,,,,,
CLINICAL_STATUS_AT_COLLECTION_EVENT,stage3,value_std,vital_status,1.0,ALIVE,,,,,,,,,,,,
CNS_DISEASE,stage2,semantic,disease,0.5296,,cancer_status,0.4413,disease status,sample_type,0.4413,disease status,cancer_type,0.437,diagnosis,cancer_type_details,0.4293,diagnosis details
COMPLETED_RADIATION_DOSE,stage2,semantic,treatment_dose,0.649,dose value,treatment_dose_unit,0.6348,,treatment_number,0.6307,dose number,treatment_name,0.6195,radiation,treatment_frequency,0.6055,dose frequency
COMPLETED_TOTAL_RADIATION_DOSE,stage2,semantic,treatment_dose,0.6898,total dose,treatment_dose_unit,0.6186,,treatment_number,0.6077,dose number,treatment_frequency,0.5889,dose frequency,treatment_name,0.5802,radiation
CONCURRENT_CHEMOTHERAPY,stage2,semantic,treatment_name,0.8129,chemotherapy,treatment_number,0.5098,treatment cycle,treatment_status,0.4892,concurrent,treatment_frequency,0.4755,treatment regimen,cancer_type,0.4727,cancer
COUNTRY,stage1,std_exact,country,1.0,,,,,,,,,,,,,
COUNTRY_OF_ORIGIN,stage1,alias_exact,country,1.0,country_of_origin,,,,,,,,,,,,
COUNTRY_OF_PROCUREMENT,stage3,value_std,country,1.0,UKRAINE,,,,,,,,,,,,
CRDB_PRIOR_RX,stage2,semantic,treatment_status,0.2755,sequential,disease,0.2081,icd code,treatment_start_unit_ontology_term_id,0.206,,patientId,0.203,patientid,target_condition_ontology_term_id,0.2019,
CRDB_SURVIVAL_STATUS,stage3,value_std,vital_status,1.0,DEAD,,,,,,,,,,,,
CRDB_TREATMENT_END_DAYS,stage2,numeric,treatment_duration,0.8202,days_to_treatment,treatment_end,0.6579,,treatment_start,0.6098,,treatment_frequency,0.5903,,treatment_number,0.3934,
CRT_CHEMOAGENT,stage3,ontology,treatment_name,1.0,CRT_CHEMOAGENT,,,,,,,,,,,,
CUMULATIVE_CHEMO,stage2,semantic,treatment_dose,0.6396,cumulative dose,treatment_name,0.6284,chemotherapy,treatment_number,0.4521,treatment count,treatment_group,0.4496,treatment cohort,cancer_type,0.437,cancer
CUMULATIVE_TREATMENT_REGIMEN_COUNT,stage2,numeric,treatment_number,0.9163,treatment_count,treatment_dose,0.8163,cumulative_dose,treatment_frequency,0.7012,,treatment_duration,0.6531,total_treatment_time,treatment_start,0.4826,
CUMULATIVE_TREATMENT_REGIMENS,stage3,ontology,treatment_name,1.0,CUMULATIVE_TREATMENT_REGIMENS,,,,,,,,,,,,
CUMULATIVE_TREATMENT_STAGE_COUNT,invalid,stage_column,,,,,,,,,,,,,,,
CUMULATIVE_TREATMENT_STAGES,invalid,stage_column,,,,,,,,,,,,,,,
CUMULATIVE_TREATMENT_TYPE_COUNT,stage2,numeric,treatment_number,0.8133,treatment_count,treatment_frequency,0.6418,,treatment_dose,0.6376,cumulative_dose,treatment_duration,0.6,total_treatment_time,treatment_end,0.4397,
CUMULATIVE_TREATMENT_TYPES,stage3,value_std,treatment_type,1.0,Targeted Therapy - Other,,,,,,,,,,,,
curated_cancer_type,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
CURRENT_CYCLE,stage2,numeric,treatment_number,0.7768,cycle,treatment_dose,0.2504,,treatment_frequency,0.1658,,treatment_duration,0.1006,,age_at_death,0.0978,
CURRENT_REGIMEN,stage3,value_std,treatment_type,1.0,Donor Lymphocyte Infusion,,,,,,,,,,,,
CYCLES_COMPLETED,stage2,numeric,treatment_number,0.6406,cycle,treatment_end,0.3053,,treatment_start,0.2141,,treatment_dose,0.1881,,treatment_duration,0.1835,
CYCLES_ON_THERAPY,stage2,numeric,treatment_number,0.9268,therapy_cycle,treatment_duration,0.782,therapy_period,treatment_dose,0.643,therapy_dose,treatment_frequency,0.5632,,treatment_end,0.5189,
CYTOLOGICAL_PHENOTYPE,stage3,ontology,body_site,1.0,CYTOLOGICAL_PHENOTYPE,,,,,,,,,,,,
CYTOTOXIC_TREATMENT,stage2,semantic,treatment_name,0.6158,chemotherapy,treatment_dose,0.5197,treatment dosage,treatment_notes,0.5115,treatment description,treatment_type,0.4782,,treatment_no,0.4591,
CYTOTOXIC_TX,stage2,semantic,treatment_name,0.478,chemotherapy,cancer_status,0.4118,tumor status,sample_type,0.4118,tumor status,cancer_type,0.4092,malignancy type,cancer_type_details,0.4067,tumor description
DEFINITIVE_SURGICAL_PROCEDURE,stage2,semantic,treatment_name,0.7421,surgery,age_at_procurement,0.5106,surgical age,treatment_notes,0.4928,treatment details,body_site,0.4732,anatomic location,treatment_end,0.4337,treatment completion
DETAILED_CANCER_TYPE,stage1,alias_exact,cancer_subtype,1.0,detailed_cancer_type,,,,,,,,,,,,
DETAILED_PRIMARY_SITE,stage3,ontology,body_site,1.0,DETAILED_PRIMARY_SITE,,,,,,,,,,,,
DETAILS_FIRST_LINE_COMMENTS,stage3,value_std,treatment_type,1.0,active surveillance,,,,,,,,,,,,
DFS_STATUS,stage2,semantic,cancer_status,0.402,status,treatment_status,0.402,status,vital_status,0.3683,current status,sample_type,0.2837,disease status,cancer_status_ontology_term_id,0.2417,
DIABETES_DIAGNOSIS_INDICATOR,stage2,semantic,target_condition,0.4533,clinical indication,disease,0.4474,disease classification,cancer_type_details,0.4309,diagnosis description,oncotree_code,0.4178,diagnosis code,cancer_type,0.3938,diagnosis
DIAGNOSIS,stage1,alias_exact,cancer_type,1.0,diagnosis,disease,1.0,diagnosis,,,,,,,,,
DIAGNOSIS.AGE,stage1,alias_exact,age_at_diagnosis,1.0,diagnosis_age,,,,,,,,,,,,
DIAGNOSIS_CANCER_BONE,stage2,semantic,cancer_type,0.6701,cancer diagnosis,cancer_type_details,0.5739,cancer description,cancer_subtype,0.5495,cancer type detailed,cancer_status,0.5414,tumor status,sample_type,0.5414,tumor status
DIAGNOSIS_CANCER_LOC_AXILLARY_LN,stage2,semantic,cancer_type,0.5595,cancer diagnosis,cancer_subtype,0.4701,cancer classification,cancer_type_details,0.4423,,disease,0.441,clinical diagnosis,cancer_status,0.4077,
DIAGNOSIS_CANCER_LOC_BRAIN,stage2,semantic,cancer_type,0.6641,cancer diagnosis,cancer_subtype,0.5596,cancer type detailed,cancer_type_details,0.5539,,cancer_status,0.5194,cancer status,cancer_type_details_ontology_term_id,0.4181,
DIAGNOSIS_CANCER_LOC_BREAST,stage2,semantic,cancer_type,0.6333,cancer diagnosis,cancer_subtype,0.5229,cancer classification,cancer_status,0.5025,,sample_type,0.4993,tumor status,cancer_type_details,0.4964,
DIAGNOSIS_CANCER_LOC_CHEST_WALL,stage2,semantic,cancer_type,0.5411,cancer diagnosis,cancer_type_details,0.4535,cancer description,cancer_status,0.4326,,cancer_subtype,0.4276,cancer type detailed,cancer_status_ontology_term_id,0.3385,
DIAGNOSIS_CANCER_LOC_LIVER,stage2,semantic,cancer_type,0.6003,cancer diagnosis,cancer_status,0.4975,,cancer_type_details,0.4954,cancer description,cancer_subtype,0.4939,cancer classification,sample_type,0.4801,tumor status
DIAGNOSIS_CANCER_LOC_LUNG,stage2,semantic,cancer_type,0.6263,cancer diagnosis,cancer_type_details,0.5051,,cancer_subtype,0.4996,cancer type detailed,cancer_status,0.4777,,cancer_status_ontology_term_id,0.3874,
DIAGNOSIS_CANCER_LOC_OTHER_LN,stage2,semantic,cancer_type,0.6666,cancer diagnosis,cancer_type_details,0.5388,,cancer_subtype,0.5372,cancer classification,disease,0.5141,clinical diagnosis,cancer_status,0.5109,
