iri,ontology_name,ontology_prefix,short_form,description,label,obo_id,type
http://purl.obolibrary.org/obo/NCIT_C203437,ncit,NCIT,NCIT_C203437,,Acute Leukemia of Ambiguous Lineage with BCL11B Rearrangement,NCIT:C203437,class
http://purl.obolibrary.org/obo/NCIT_C200494,ncit,NCIT,NCIT_C200494,,Acute Leukemia of Ambiguous Lineage with Defining Genetic Abnormalities,NCIT:C200494,class
http://purl.obolibrary.org/obo/NCIT_C151975,ncit,NCIT,NCIT_C151975,,"Acute Leukemia of Ambiguous Lineage, Not Otherwise Specified",NCIT:C151975,class
http://purl.obolibrary.org/obo/NCIT_C7464,ncit,NCIT,NCIT_C7464,,Acute Leukemia of Ambiguous Lineage,NCIT:C7464,class
http://purl.obolibrary.org/obo/NCIT_C9300,ncit,NCIT,NCIT_C9300,,Acute Leukemia,NCIT:C9300,class
http://purl.obolibrary.org/obo/NCIT_C121973,ncit,NCIT,NCIT_C121973,,Acute Lymphoblastic Leukemia by Gene Expression Profile,NCIT:C121973,class
http://purl.obolibrary.org/obo/NCIT_C121978,ncit,NCIT,NCIT_C121978,,Acute Lymphoblastic Leukemia by ROSE Cluster,NCIT:C121978,class
http://purl.obolibrary.org/obo/NCIT_C3167,ncit,NCIT,NCIT_C3167,,Acute Lymphoblastic Leukemia,NCIT:C3167,class
http://purl.obolibrary.org/obo/NCIT_C132109,ncit,NCIT,NCIT_C132109,,Acute Megakaryoblastic Leukemia with CBFA2T3-GLIS2,NCIT:C132109,class
http://purl.obolibrary.org/obo/NCIT_C3170,ncit,NCIT,NCIT_C3170,,Acute Megakaryoblastic Leukemia,NCIT:C3170,class
http://purl.obolibrary.org/obo/NCIT_C7318,ncit,NCIT,NCIT_C7318,,Acute Monoblastic and Monocytic Leukemia,NCIT:C7318,class
http://purl.obolibrary.org/obo/NCIT_C7171,ncit,NCIT,NCIT_C7171,,Acute Monoblastic Leukemia,NCIT:C7171,class
http://purl.obolibrary.org/obo/NCIT_C4861,ncit,NCIT,NCIT_C4861,,Acute Monocytic Leukemia,NCIT:C4861,class
http://purl.obolibrary.org/obo/NCIT_C82427,ncit,NCIT,NCIT_C82427,,Acute Myeloid Leukemia (Megakaryoblastic) with t(1;22)(p13.3;q13.1); RBM15-MKL1,NCIT:C82427,class
http://purl.obolibrary.org/obo/NCIT_C213422,ncit,NCIT,NCIT_C213422,,Acute Myeloid Leukemia Arising from Previous Chronic Myelomonocytic Leukemia,NCIT:C213422,class
http://purl.obolibrary.org/obo/NCIT_C4037,ncit,NCIT,NCIT_C4037,,Acute Myeloid Leukemia Arising from Previous Myelodysplastic Syndrome,NCIT:C4037,class
http://purl.obolibrary.org/obo/NCIT_C172130,ncit,NCIT,NCIT_C172130,,Acute Myeloid Leukemia Arising from Previous Myelodysplastic/Myeloproliferative Neoplasm,NCIT:C172130,class
http://purl.obolibrary.org/obo/NCIT_C172129,ncit,NCIT,NCIT_C172129,,Acute Myeloid Leukemia Arising from Previous Myeloproliferative Neoplasm,NCIT:C172129,class
http://purl.obolibrary.org/obo/NCIT_C8252,ncit,NCIT,NCIT_C8252,,Acute Myeloid Leukemia Post Cytotoxic Therapy,NCIT:C8252,class
http://purl.obolibrary.org/obo/NCIT_C6924,ncit,NCIT,NCIT_C6924,,Acute Myeloid Leukemia with a Variant KMT2A Rearrangement,NCIT:C6924,class
http://purl.obolibrary.org/obo/NCIT_C198846,ncit,NCIT,NCIT_C198846,,Acute Myeloid Leukemia with a Variant MECOM Rearrangement,NCIT:C198846,class
http://purl.obolibrary.org/obo/NCIT_C198883,ncit,NCIT,NCIT_C198883,,Acute Myeloid Leukemia with ASXL1 Mutation,NCIT:C198883,class
http://purl.obolibrary.org/obo/NCIT_C198884,ncit,NCIT,NCIT_C198884,,Acute Myeloid Leukemia with BCOR Mutation,NCIT:C198884,class
http://purl.obolibrary.org/obo/NCIT_C129785,ncit,NCIT,NCIT_C129785,,Acute Myeloid Leukemia with BCR-ABL1,NCIT:C129785,class
http://purl.obolibrary.org/obo/NCIT_C129782,ncit,NCIT,NCIT_C129782,,Acute Myeloid Leukemia with Biallelic CEBPA Mutation,NCIT:C129782,class
http://purl.obolibrary.org/obo/NCIT_C82433,ncit,NCIT,NCIT_C82433,,Acute Myeloid Leukemia with CEBPA Mutation,NCIT:C82433,class
http://purl.obolibrary.org/obo/NCIT_C198965,ncit,NCIT,NCIT_C198965,,Acute Myeloid Leukemia with Complex Karyotype,NCIT:C198965,class
http://purl.obolibrary.org/obo/NCIT_C198961,ncit,NCIT,NCIT_C198961,,Acute Myeloid Leukemia with del(12p),NCIT:C198961,class
http://purl.obolibrary.org/obo/NCIT_C198963,ncit,NCIT,NCIT_C198963,,Acute Myeloid Leukemia with del(17p),NCIT:C198963,class
http://purl.obolibrary.org/obo/NCIT_C198964,ncit,NCIT,NCIT_C198964,,Acute Myeloid Leukemia with del(20q),NCIT:C198964,class
http://purl.obolibrary.org/obo/NCIT_C198959,ncit,NCIT,NCIT_C198959,,Acute Myeloid Leukemia with del(5q),NCIT:C198959,class
http://purl.obolibrary.org/obo/NCIT_C198960,ncit,NCIT,NCIT_C198960,,Acute Myeloid Leukemia with del(7q),NCIT:C198960,class
http://purl.obolibrary.org/obo/NCIT_C198885,ncit,NCIT,NCIT_C198885,,Acute Myeloid Leukemia with EZH2 Mutation,NCIT:C198885,class
http://purl.obolibrary.org/obo/NCIT_C126748,ncit,NCIT,NCIT_C126748,,Acute Myeloid Leukemia with FLT3/ITD Mutation,NCIT:C126748,class
http://purl.obolibrary.org/obo/NCIT_C200419,ncit,NCIT,NCIT_C200419,,Acute Myeloid Leukemia with FUS-ERG,NCIT:C200419,class
http://purl.obolibrary.org/obo/NCIT_C224900,ncit,NCIT,NCIT_C224900,,Acute Myeloid Leukemia with Genetic Abnormalities,NCIT:C224900,class
http://purl.obolibrary.org/obo/NCIT_C151898,ncit,NCIT,NCIT_C151898,,Acute Myeloid Leukemia with Germline CEBPA Mutation,NCIT:C151898,class
http://purl.obolibrary.org/obo/NCIT_C198962,ncit,NCIT,NCIT_C198962,,Acute Myeloid Leukemia with i(17q),NCIT:C198962,class
http://purl.obolibrary.org/obo/NCIT_C225001,ncit,NCIT,NCIT_C225001,,Acute Myeloid Leukemia with IDH1 Mutation,NCIT:C225001,class
http://purl.obolibrary.org/obo/NCIT_C225002,ncit,NCIT,NCIT_C225002,,Acute Myeloid Leukemia with IDH2 Mutation,NCIT:C225002,class
http://purl.obolibrary.org/obo/NCIT_C198966,ncit,NCIT,NCIT_C198966,,Acute Myeloid Leukemia with idic(X)(q13),NCIT:C198966,class
http://purl.obolibrary.org/obo/NCIT_C198891,ncit,NCIT,NCIT_C198891,,Acute Myeloid Leukemia with In-Frame bZIP CEBPA Mutation,NCIT:C198891,class
http://purl.obolibrary.org/obo/NCIT_C9287,ncit,NCIT,NCIT_C9287,,Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11,NCIT:C9287,class
http://purl.obolibrary.org/obo/NCIT_C9018,ncit,NCIT,NCIT_C9018,,Acute Myeloid Leukemia with inv(16)(p13.1q22); CBFB-MYH11,NCIT:C9018,class
http://purl.obolibrary.org/obo/NCIT_C82426,ncit,NCIT,NCIT_C82426,,"Acute Myeloid Leukemia with inv(3)(q21.3;q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM",NCIT:C82426,class
http://purl.obolibrary.org/obo/NCIT_C122716,ncit,NCIT,NCIT_C122716,,"Acute Myeloid Leukemia with inv(3)(q21.3;q26.2); GATA2, MECOM",NCIT:C122716,class
http://purl.obolibrary.org/obo/NCIT_C224842,ncit,NCIT,NCIT_C224842,,Acute Myeloid Leukemia with KMT2A Partial Tandem Duplication,NCIT:C224842,class
http://purl.obolibrary.org/obo/NCIT_C174129,ncit,NCIT,NCIT_C174129,,Acute Myeloid Leukemia with KMT2A Rearrangement,NCIT:C174129,class
http://purl.obolibrary.org/obo/NCIT_C3250,ncit,NCIT,NCIT_C3250,,Acute Myeloid Leukemia with Maturation,NCIT:C3250,class
http://purl.obolibrary.org/obo/NCIT_C200407,ncit,NCIT,NCIT_C200407,,Acute Myeloid Leukemia with MECOM Rearrangement,NCIT:C200407,class
http://purl.obolibrary.org/obo/NCIT_C8460,ncit,NCIT,NCIT_C8460,,Acute Myeloid Leukemia with Minimal Differentiation,NCIT:C8460,class
http://purl.obolibrary.org/obo/NCIT_C129783,ncit,NCIT,NCIT_C129783,,Acute Myeloid Leukemia with Monoallelic CEBPA Mutation,NCIT:C129783,class
http://purl.obolibrary.org/obo/NCIT_C9289,ncit,NCIT,NCIT_C9289,,Acute Myeloid Leukemia with Multilineage Dysplasia,NCIT:C9289,class
http://purl.obolibrary.org/obo/NCIT_C198596,ncit,NCIT,NCIT_C198596,,Acute Myeloid Leukemia with Mutated TP53,NCIT:C198596,class
http://purl.obolibrary.org/obo/NCIT_C198957,ncit,NCIT,NCIT_C198957,,Acute Myeloid Leukemia with Myelodysplasia-Related Cytogenetic Abnormalities,NCIT:C198957,class
http://purl.obolibrary.org/obo/NCIT_C82430,ncit,NCIT,NCIT_C82430,,Acute Myeloid Leukemia with Myelodysplasia-Related Gene Mutations,NCIT:C82430,class
http://purl.obolibrary.org/obo/NCIT_C82431,ncit,NCIT,NCIT_C82431,,Acute Myeloid Leukemia with NPM1 Mutation,NCIT:C82431,class
http://purl.obolibrary.org/obo/NCIT_C200420,ncit,NCIT,NCIT_C200420,,Acute Myeloid Leukemia with NPM1-MLF1,NCIT:C200420,class
http://purl.obolibrary.org/obo/NCIT_C200411,ncit,NCIT,NCIT_C200411,,Acute Myeloid Leukemia with NUP98 Rearrangement,NCIT:C200411,class
http://purl.obolibrary.org/obo/NCIT_C224902,ncit,NCIT,NCIT_C224902,,Acute Myeloid Leukemia with Other Genetic Abnormalities,NCIT:C224902,class
http://purl.obolibrary.org/obo/NCIT_C167089,ncit,NCIT,NCIT_C167089,,Acute Myeloid Leukemia with RAM Immunophenotype,NCIT:C167089,class
http://purl.obolibrary.org/obo/NCIT_C7175,ncit,NCIT,NCIT_C7175,,Acute Myeloid Leukemia with Recurrent Genetic Abnormalities,NCIT:C7175,class
http://purl.obolibrary.org/obo/NCIT_C129786,ncit,NCIT,NCIT_C129786,,Acute Myeloid Leukemia with RUNX1 Mutation,NCIT:C129786,class
http://purl.obolibrary.org/obo/NCIT_C198886,ncit,NCIT,NCIT_C198886,,Acute Myeloid Leukemia with SF3B1 Mutation,NCIT:C198886,class
http://purl.obolibrary.org/obo/NCIT_C198887,ncit,NCIT,NCIT_C198887,,Acute Myeloid Leukemia with SRSF2 Mutation,NCIT:C198887,class
http://purl.obolibrary.org/obo/NCIT_C198888,ncit,NCIT,NCIT_C198888,,Acute Myeloid Leukemia with STAG2 Mutation,NCIT:C198888,class
http://purl.obolibrary.org/obo/NCIT_C132101,ncit,NCIT,NCIT_C132101,,Acute Myeloid Leukemia with t(10;11)(p12.3;q23.3); MLLT10-KMT2A,NCIT:C132101,class
http://purl.obolibrary.org/obo/NCIT_C198869,ncit,NCIT,NCIT_C198869,,Acute Myeloid Leukemia with t(10;11)(q21.3;q23.3); TET1-KMT2A,NCIT:C198869,class
http://purl.obolibrary.org/obo/NCIT_C198870,ncit,NCIT,NCIT_C198870,,Acute Myeloid Leukemia with t(11;19)(q23.3;p13.1); KMT2A-ELL,NCIT:C198870,class
http://purl.obolibrary.org/obo/NCIT_C198874,ncit,NCIT,NCIT_C198874,,Acute Myeloid Leukemia with t(11;19)(q23.3;p13.3); KMT2A-MLLT1,NCIT:C198874,class
http://purl.obolibrary.org/obo/NCIT_C9019,ncit,NCIT,NCIT_C9019,,Acute Myeloid Leukemia with t(16;16)(p13.1;q22); CBFB-MYH11,NCIT:C9019,class
http://purl.obolibrary.org/obo/NCIT_C198849,ncit,NCIT,NCIT_C198849,,Acute Myeloid Leukemia with t(3;12)(q26.2;p13.2); ETV6-MECOM,NCIT:C198849,class
http://purl.obolibrary.org/obo/NCIT_C198850,ncit,NCIT,NCIT_C198850,,Acute Myeloid Leukemia with t(3;21)(q26.2;q22.1); MECOM-RUNX1,NCIT:C198850,class
http://purl.obolibrary.org/obo/NCIT_C122717,ncit,NCIT,NCIT_C122717,,"Acute Myeloid Leukemia with t(3;3)(q21.3;q26.2); GATA2, MECOM",NCIT:C122717,class
http://purl.obolibrary.org/obo/NCIT_C198847,ncit,NCIT,NCIT_C198847,,"Acute Myeloid Leukemia with t(3;8)(q26.2;q24); MYC, MECOM",NCIT:C198847,class
http://purl.obolibrary.org/obo/NCIT_C198861,ncit,NCIT,NCIT_C198861,,Acute Myeloid Leukemia with t(4;11)(q21.3;q23.3); AFF1-KMT2A,NCIT:C198861,class
http://purl.obolibrary.org/obo/NCIT_C132105,ncit,NCIT,NCIT_C132105,,Acute Myeloid Leukemia with t(6;11)(q27;q23.3); MLLT4-KMT2A,NCIT:C132105,class
http://purl.obolibrary.org/obo/NCIT_C82423,ncit,NCIT,NCIT_C82423,,Acute Myeloid Leukemia with t(6;9)(p22.3;q34.1); DEK-NUP214,NCIT:C82423,class
http://purl.obolibrary.org/obo/NCIT_C122690,ncit,NCIT,NCIT_C122690,,Acute Myeloid Leukemia with t(7;12)(q36;p13); HLXB9-ETV6,NCIT:C122690,class
http://purl.obolibrary.org/obo/NCIT_C200421,ncit,NCIT,NCIT_C200421,,Acute Myeloid Leukemia with t(8;16)(p11.2;p13.3); KAT6A-CREBBP,NCIT:C200421,class
http://purl.obolibrary.org/obo/NCIT_C9288,ncit,NCIT,NCIT_C9288,,Acute Myeloid Leukemia with t(8;21)(q22;q22.1); RUNX1-RUNX1T1,NCIT:C9288,class
http://purl.obolibrary.org/obo/NCIT_C82403,ncit,NCIT,NCIT_C82403,,Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-KMT2A,NCIT:C82403,class
http://purl.obolibrary.org/obo/NCIT_C162775,ncit,NCIT,NCIT_C162775,,Acute Myeloid Leukemia with Trisomy 8,NCIT:C162775,class
http://purl.obolibrary.org/obo/NCIT_C198889,ncit,NCIT,NCIT_C198889,,Acute Myeloid Leukemia with U2AF1 Mutation,NCIT:C198889,class
http://purl.obolibrary.org/obo/NCIT_C198890,ncit,NCIT,NCIT_C198890,,Acute Myeloid Leukemia with ZRSR2 Mutation,NCIT:C198890,class
http://purl.obolibrary.org/obo/NCIT_C3249,ncit,NCIT,NCIT_C3249,,Acute Myeloid Leukemia without Maturation,NCIT:C3249,class
http://purl.obolibrary.org/obo/NCIT_C7600,ncit,NCIT,NCIT_C7600,,"Acute Myeloid Leukemia, Myelodysplasia-Related",NCIT:C7600,class
http://purl.obolibrary.org/obo/NCIT_C27753,ncit,NCIT,NCIT_C27753,,"Acute Myeloid Leukemia, Not Otherwise Specified",NCIT:C27753,class
http://purl.obolibrary.org/obo/NCIT_C3171,ncit,NCIT,NCIT_C3171,,Acute Myeloid Leukemia,NCIT:C3171,class
http://purl.obolibrary.org/obo/NCIT_C9020,ncit,NCIT,NCIT_C9020,,Acute Myelomonocytic Leukemia with Abnormal Eosinophils,NCIT:C9020,class
http://purl.obolibrary.org/obo/NCIT_C42779,ncit,NCIT,NCIT_C42779,,Acute Myelomonocytic Leukemia without Abnormal Eosinophils,NCIT:C42779,class
http://purl.obolibrary.org/obo/NCIT_C7463,ncit,NCIT,NCIT_C7463,,Acute Myelomonocytic Leukemia,NCIT:C7463,class
http://purl.obolibrary.org/obo/NCIT_C4344,ncit,NCIT,NCIT_C4344,,Acute Panmyelosis with Myelofibrosis,NCIT:C4344,class
http://purl.obolibrary.org/obo/NCIT_C36055,ncit,NCIT,NCIT_C36055,,Acute Promyelocytic Leukemia with a Variant RARA Rearrangement,NCIT:C36055,class
http://purl.obolibrary.org/obo/NCIT_C198841,ncit,NCIT,NCIT_C198841,,Acute Promyelocytic Leukemia with BCOR-RARA,NCIT:C198841,class
http://purl.obolibrary.org/obo/NCIT_C198839,ncit,NCIT,NCIT_C198839,,Acute Promyelocytic Leukemia with FIP1L1-RARA,NCIT:C198839,class
http://purl.obolibrary.org/obo/NCIT_C198827,ncit,NCIT,NCIT_C198827,,Acute Promyelocytic Leukemia with STAT3-RARA,NCIT:C198827,class
http://purl.obolibrary.org/obo/NCIT_C38377,ncit,NCIT,NCIT_C38377,,Acute Promyelocytic Leukemia with STAT5B-RARA,NCIT:C38377,class
http://purl.obolibrary.org/obo/NCIT_C36058,ncit,NCIT,NCIT_C36058,,Acute Promyelocytic Leukemia with t(11;17)(q13;q21); NUMA1-RARA,NCIT:C36058,class
http://purl.obolibrary.org/obo/NCIT_C36056,ncit,NCIT,NCIT_C36056,,Acute Promyelocytic Leukemia with t(11;17)(q23;q21); ZBTB16-RARA,NCIT:C36056,class
http://purl.obolibrary.org/obo/NCIT_C3182,ncit,NCIT,NCIT_C3182,,Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA,NCIT:C3182,class
http://purl.obolibrary.org/obo/NCIT_C198831,ncit,NCIT,NCIT_C198831,,Acute Promyelocytic Leukemia with t(1;17)(q42.3;q21.2); IRF2BP2-RARA,NCIT:C198831,class
http://purl.obolibrary.org/obo/NCIT_C36057,ncit,NCIT,NCIT_C36057,,Acute Promyelocytic Leukemia with t(5;17)(q35;q21); NPM1-RARA,NCIT:C36057,class
http://purl.obolibrary.org/obo/NCIT_C198834,ncit,NCIT,NCIT_C198834,,Acute Promyelocytic Leukemia with TBL1XR1-RARA,NCIT:C198834,class
http://purl.obolibrary.org/obo/NCIT_C208352,ncit,NCIT,NCIT_C208352,,Acute Promyelocytic Leukemia,NCIT:C208352,class
http://purl.obolibrary.org/obo/NCIT_C9298,ncit,NCIT,NCIT_C9298,,Acute Undifferentiated Leukemia,NCIT:C9298,class
http://purl.obolibrary.org/obo/NCIT_C43312,ncit,NCIT,NCIT_C43312,,Adamantinoid Trichoblastoma,NCIT:C43312,class
http://purl.obolibrary.org/obo/NCIT_C213627,ncit,NCIT,NCIT_C213627,,Adamantinoma-Like Ewing Sarcoma,NCIT:C213627,class
http://purl.obolibrary.org/obo/NCIT_C7644,ncit,NCIT,NCIT_C7644,,Adamantinoma,NCIT:C7644,class
http://purl.obolibrary.org/obo/NCIT_C4726,ncit,NCIT,NCIT_C4726,,Adamantinomatous Craniopharyngioma,NCIT:C4726,class
http://purl.obolibrary.org/obo/NCIT_C40035,ncit,NCIT,NCIT_C40035,,Adenocarcinofibroma,NCIT:C40035,class
http://purl.obolibrary.org/obo/NCIT_C7676,ncit,NCIT,NCIT_C7676,,Adenocarcinoma in Adenomatous Polyp,NCIT:C7676,class
http://purl.obolibrary.org/obo/NCIT_C4134,ncit,NCIT,NCIT_C4134,,Adenocarcinoma in Adenomatous Polyposis Coli,NCIT:C4134,class
http://purl.obolibrary.org/obo/NCIT_C213378,ncit,NCIT,NCIT_C213378,,Adenocarcinoma in Colon Adenomatous Polyp,NCIT:C213378,class
http://purl.obolibrary.org/obo/NCIT_C4136,ncit,NCIT,NCIT_C4136,,Adenocarcinoma in Multiple Adenomatous Polyps,NCIT:C4136,class
http://purl.obolibrary.org/obo/NCIT_C213379,ncit,NCIT,NCIT_C213379,,Adenocarcinoma in Rectal Adenomatous Polyp,NCIT:C213379,class
http://purl.obolibrary.org/obo/NCIT_C7678,ncit,NCIT,NCIT_C7678,,Adenocarcinoma In Situ in Adenomatous Polyp,NCIT:C7678,class
http://purl.obolibrary.org/obo/NCIT_C7679,ncit,NCIT,NCIT_C7679,,Adenocarcinoma In Situ in Tubular Adenoma,NCIT:C7679,class
http://purl.obolibrary.org/obo/NCIT_C4144,ncit,NCIT,NCIT_C4144,,Adenocarcinoma In Situ in Tubulovillous Adenoma,NCIT:C4144,class
http://purl.obolibrary.org/obo/NCIT_C8376,ncit,NCIT,NCIT_C8376,,Adenocarcinoma In Situ in Villous Adenoma,NCIT:C8376,class
http://purl.obolibrary.org/obo/NCIT_C4123,ncit,NCIT,NCIT_C4123,,Adenocarcinoma In Situ,NCIT:C4123,class
http://purl.obolibrary.org/obo/NCIT_C7677,ncit,NCIT,NCIT_C7677,,Adenocarcinoma in Tubular Adenoma,NCIT:C7677,class
http://purl.obolibrary.org/obo/NCIT_C4145,ncit,NCIT,NCIT_C4145,,Adenocarcinoma in Tubulovillous Adenoma,NCIT:C4145,class
http://purl.obolibrary.org/obo/NCIT_C4141,ncit,NCIT,NCIT_C4141,,Adenocarcinoma in Villous Adenoma,NCIT:C4141,class
http://purl.obolibrary.org/obo/NCIT_C39863,ncit,NCIT,NCIT_C39863,,Adenocarcinoma of Skene Gland Origin,NCIT:C39863,class
http://purl.obolibrary.org/obo/NCIT_C4039,ncit,NCIT,NCIT_C4039,,Adenocarcinoma of Unknown Primary,NCIT:C4039,class
http://purl.obolibrary.org/obo/NCIT_C4202,ncit,NCIT,NCIT_C4202,,Adenocarcinoma with Apocrine Metaplasia,NCIT:C4202,class
http://purl.obolibrary.org/obo/NCIT_C7683,ncit,NCIT,NCIT_C7683,,Adenocarcinoma with Cartilaginous and Osseous Metaplasia,NCIT:C7683,class
http://purl.obolibrary.org/obo/NCIT_C7685,ncit,NCIT,NCIT_C7685,,Adenocarcinoma with Cartilaginous Metaplasia,NCIT:C7685,class
http://purl.obolibrary.org/obo/NCIT_C4712,ncit,NCIT,NCIT_C4712,,Adenocarcinoma with Metaplasia,NCIT:C4712,class
http://purl.obolibrary.org/obo/NCIT_C66745,ncit,NCIT,NCIT_C66745,,Adenocarcinoma with Neuroendocrine Differentiation,NCIT:C66745,class
http://purl.obolibrary.org/obo/NCIT_C7684,ncit,NCIT,NCIT_C7684,,Adenocarcinoma with Osseous Metaplasia,NCIT:C7684,class
http://purl.obolibrary.org/obo/NCIT_C4201,ncit,NCIT,NCIT_C4201,,Adenocarcinoma with Spindle Cell Metaplasia,NCIT:C4201,class
http://purl.obolibrary.org/obo/NCIT_C4200,ncit,NCIT,NCIT_C4200,,Adenocarcinoma with Squamous Metaplasia,NCIT:C4200,class
http://purl.obolibrary.org/obo/NCIT_C2852,ncit,NCIT,NCIT_C2852,,Adenocarcinoma,NCIT:C2852,class
http://purl.obolibrary.org/obo/NCIT_C202061,ncit,NCIT,NCIT_C202061,,Adenoid Ameloblastoma,NCIT:C202061,class
